finding,word Count,_0_flesch,accuracy,relaxed_accuracy,relaxed_overall_score
Hiatal Hernia,2,64.91,33.455,17.7275,1.67664353
Hiatal Hernia,2,65.52,33.76,17.88,1.67663523
Hiatal Hernia,2,73.88,37.94,19.97,1.67643794
Hiatal Hernia,2,74.9,38.45,20.225,1.67639367
Hiatal Hernia,2,65.01,33.505,17.7525,1.6766422
Hiatal Hernia,2,65.01,33.505,17.7525,1.6766422
Hiatal Hernia,2,65.01,33.505,17.7525,1.6766422
Hiatal Hernia,2,64.51,33.255,17.6275,1.67664871
Abdominal Aortic Aneurysm,3,74.79,38.895,20.9475,1.67639883
Abdominal Aortic Aneurysm,3,74.79,38.895,20.9475,1.67639883
Abdominal Aortic Aneurysm,3,74.79,38.895,20.9475,1.67639883
Abdominal Aortic Aneurysm,3,74.79,38.895,20.9475,1.67639883
Abdominal Aortic Aneurysm,3,74.79,38.895,20.9475,1.67639883
Renal Artery Stenosis,3,73.68,38.34,20.67,1.67644577
Renal Artery Stenosis,3,73.68,38.34,20.67,1.67644577
Renal Artery Stenosis,3,72.66,37.83,20.415,1.67648206
Renal Artery Stenosis,3,73.68,38.34,20.67,1.67644577
Renal Artery Stenosis,3,65.01,34.005,18.5025,1.6766422
Mesenteric Ischemia,2,49.01,25.505,13.7525,1.79892444
Mesenteric Ischemia,2,57.27,29.635,15.8175,1.79861735
Mesenteric Ischemia,2,56.76,29.38,15.69,1.7986413
Mesenteric Ischemia,2,57.27,29.635,15.8175,1.79861735
Mesenteric Ischemia,2,57.27,29.635,15.8175,1.79861735
Inferior Vena Cava Thrombosis,4,61.46,32.73,18.365,1.79838319
Inferior Vena Cava Thrombosis,4,61.46,32.73,18.365,1.79838319
Inferior Vena Cava Thrombosis,4,61.46,32.73,18.365,1.79838319
Inferior Vena Cava Thrombosis,4,61.46,32.73,18.365,1.79838319
Inferior Vena Cava Thrombosis,4,61.46,32.73,18.365,1.79838319
Aortic Dissection,2,61.46,31.73,16.865,1.67668271
Aortic Dissection,2,61.46,31.73,16.865,1.67668271
Aortic Dissection,2,61.26,31.63,16.815,1.67668464
Aortic Dissection,2,62.07,32.035,17.0175,1.6766766
Aortic Dissection,2,61.46,31.73,16.865,1.67668271
Aortic Dissection,2,61.26,31.63,16.815,1.67668464
Aortic Dissection,2,61.87,31.935,16.9675,1.67667864
Aortic Dissection,2,61.46,31.73,16.865,1.67668271
Aortic Dissection,2,57.81,29.905,15.9525,1.67671375
Aortic Dissection,2,61.06,31.53,16.765,1.67668655
Aortic Aneurysm,2,72.16,37.08,19.54,1.797151
Aortic Aneurysm,2,78.99,40.495,21.2475,1.79445215
Aortic Aneurysm,2,71.14,36.57,19.285,1.79734396
Aortic Aneurysm,2,72.36,37.18,19.59,1.79710983
Aortic Aneurysm,2,69.31,35.655,18.8275,1.79763174
Aortic Aneurysm,2,78.79,40.395,21.1975,1.67611105
Aortic Aneurysm,2,79.19,40.595,21.2975,1.67606389
Aortic Aneurysm,2,72.16,37.08,19.54,1.6764979
Aortic Aneurysm,2,80.82,41.41,21.705,1.67579748
Aortic Aneurysm,2,78.18,40.09,21.045,1.67617378
Portal Vein Thrombosis,3,62.27,32.635,17.8175,1.67667453
Portal Vein Thrombosis,3,61.67,32.335,17.6675,1.67668064
Portal Vein Thrombosis,3,52.8,27.9,15.45,1.67674526
Portal Vein Thrombosis,3,62.27,32.635,17.8175,1.67667453
Portal Vein Thrombosis,3,57.61,30.305,16.6525,1.67671522
Hepatic Vein Thrombosis,3,61.26,32.13,17.565,1.67668464
Hepatic Vein Thrombosis,3,53,28,15.5,1.67674419
Hepatic Vein Thrombosis,3,48.81,25.905,14.4525,1.6767643
Hepatic Vein Thrombosis,3,48.81,25.905,14.4525,1.6767643
Hepatic Vein Thrombosis,3,57.81,30.405,16.7025,1.67671375
Ovarian Cyst,2,63.7,32.85,17.425,1.71056024
Ovarian Cyst,2,64.41,33.205,17.6025,1.7981643
Ovarian Cyst,2,72.87,37.435,19.7175,1.79699925
Ovarian Cyst,2,56.05,29.025,15.5125,1.7986733
Ovarian Cyst,2,55.95,28.975,15.4875,1.79867769
Splenic Vein Thrombosis,3,68.1,35.55,19.275,1.67659392
Splenic Vein Thrombosis,3,61.06,32.03,17.515,1.67668655
Splenic Vein Thrombosis,3,66.07,34.535,18.7675,1.67662732
Splenic Vein Thrombosis,3,61.67,32.335,17.6675,1.67668064
Splenic Vein Thrombosis,3,66.57,34.785,18.8925,1.67661974
Fibroadenoma,1,64.2,32.6,16.8,0.99818182
Fibroadenoma,1,64.2,32.6,16.8,0.99818182
Fibroadenoma,1,66.44,33.72,17.36,0.99797571
Fibroadenoma,1,64.91,32.955,16.9775,0.99812118
Fibroadenoma,1,64.51,32.755,16.8775,0.99815583
Breast Cyst,2,62.88,32.44,17.22,1.67666799
Breast Cyst,2,62.88,32.44,17.22,1.67666799
Breast Cyst,2,62.88,32.44,17.22,1.67666799
Breast Cyst,2,62.88,32.44,17.22,1.67666799
Breast Cyst,2,62.88,32.44,17.22,1.67666799
Gynecomastia,1,54.42,27.71,14.355,1.67673616
Gynecomastia,1,56.76,28.88,14.94,1.67672124
Gynecomastia,1,56.55,28.775,14.8875,1.67672268
Gynecomastia,1,52.6,26.8,13.9,1.67674632
Gynecomastia,1,36.89,18.945,9.9725,1.67680278
Ductal Carcinoma In Situ,4,60.65,32.325,18.1625,1.79843444
Ductal Carcinoma In Situ,4,53.21,28.605,16.3025,1.79878751
Ductal Carcinoma In Situ,4,53.21,28.605,16.3025,1.79878751
Ductal Carcinoma In Situ,4,60.65,32.325,18.1625,1.79843444
Ductal Carcinoma In Situ,4,60.65,32.325,18.1625,1.79843444
Lobular Neoplasia,2,53,27.5,14.75,0.99879518
Lobular Neoplasia,2,51.18,26.59,14.295,0.9988578
Lobular Neoplasia,2,61.67,31.835,16.9175,0.99836934
Lobular Neoplasia,2,46.61,24.305,13.1525,0.99898964
Lobular Neoplasia,2,48.84,25.42,13.71,0.99892934
Breast Lipoma,2,71.34,36.67,19.335,1.79730821
Breast Lipoma,2,71.34,36.67,19.335,1.79730821
Breast Lipoma,2,71.34,36.67,19.335,1.79730821
Breast Lipoma,2,71.34,36.67,19.335,1.79730821
Breast Lipoma,2,71.34,36.67,19.335,1.79730821
Breast Abscess,2,64.51,33.255,17.6275,1.79815583
Breast Abscess,2,64.51,33.255,17.6275,1.79815583
Breast Abscess,2,64.1,33.05,17.525,1.79819005
Breast Abscess,2,64.51,33.255,17.6275,1.79815583
Breast Abscess,2,64.51,33.255,17.6275,1.79815583
Breast Hematoma,2,70.13,36.065,19.0325,1.67655202
Breast Hematoma,2,70.13,36.065,19.0325,1.67655202
Breast Hematoma,2,78.59,40.295,21.1475,1.67613274
Breast Hematoma,2,78.18,40.09,21.045,1.67617378
Breast Hematoma,2,72.66,37.33,19.665,1.67648206
Intraductal Papilloma,2,64.2,33.1,17.55,1.79818182
Intraductal Papilloma,2,70.73,36.365,19.1825,1.79741435
Intraductal Papilloma,2,60.65,31.325,16.6625,1.79843444
Intraductal Papilloma,2,64.71,33.355,17.6775,1.79813867
Intraductal Papilloma,2,51.99,26.995,14.4975,1.79883075
Esophageal Diverticulum,2,70.33,36.165,19.0825,1.67654731
Esophageal Diverticulum,2,78.18,40.09,21.045,1.67617378
Esophageal Diverticulum,2,70.13,36.065,19.0325,1.67655202
Esophageal Diverticulum,2,70.13,36.065,19.0325,1.67655202
Esophageal Diverticulum,2,70.33,36.165,19.0825,1.67654731
Achalasia,1,70.94,35.97,18.485,1.67653217
Achalasia,1,57.81,29.405,15.2025,1.67671375
Achalasia,1,66.07,33.535,17.2675,1.67662732
Achalasia,1,58.11,29.555,15.2775,1.6767115
Achalasia,1,67.28,34.14,17.57,1.67660828
Barrett's Esophagus,2,61.67,31.835,16.9175,1.71060599
Barrett's Esophagus,2,53,27.5,14.75,1.71073826
Barrett's Esophagus,2,53,27.5,14.75,1.71073826
Barrett's Esophagus,2,53,27.5,14.75,1.71073826
Barrett's Esophagus,2,53.61,27.805,14.9025,1.71073126
Esophageal Perforation,2,54.02,28.01,15.005,1.67673849
Esophageal Perforation,2,55.03,28.515,15.2575,1.67673249
Esophageal Perforation,2,53.21,27.605,14.8025,1.67674304
Esophageal Perforation,2,54.02,28.01,15.005,1.67673849
Esophageal Perforation,2,45.35,23.675,12.8375,1.67677779
Esophageal Carcinoma,2,54.22,28.11,15.055,1.67673734
Esophageal Carcinoma,2,53.21,27.605,14.8025,1.67674304
Esophageal Carcinoma,2,48.84,25.42,13.71,1.67676417
Esophageal Carcinoma,2,53.21,27.605,14.8025,1.67674304
Esophageal Carcinoma,2,51.99,26.995,14.4975,1.67674949
Pericardial Effusion,2,81.33,41.665,21.8325,1.67567655
Pericardial Effusion,2,81.33,41.665,21.8325,1.67567655
Pericardial Effusion,2,81.33,41.665,21.8325,1.67567655
Pericardial Effusion,2,81.33,41.665,21.8325,1.67567655
Pericardial Effusion,2,72.66,37.33,19.665,1.67648206
Left Ventricular Hypertrophy,3,61.26,32.13,17.565,1.67668464
Left Ventricular Hypertrophy,3,62.48,32.74,17.87,1.67667232
Left Ventricular Hypertrophy,3,62.48,32.74,17.87,1.67667232
Left Ventricular Hypertrophy,3,62.07,32.535,17.7675,1.6766766
Left Ventricular Hypertrophy,3,62.07,32.535,17.7675,1.6766766
Myocardial Fibrosis,2,61.67,31.835,16.9175,1.67668064
Myocardial Fibrosis,2,63.19,32.595,17.2975,1.7105725
Myocardial Fibrosis,2,61.26,31.63,16.815,1.67668464
Myocardial Fibrosis,2,62.88,32.44,17.22,1.67666799
Myocardial Fibrosis,2,61.67,31.835,16.9175,1.71060599
Pericardial Cyst,2,62.27,32.135,17.0675,0.19832846
Pericardial Cyst,2,63.29,32.645,17.3225,0.19825404
Pericardial Cyst,2,67.28,34.64,18.32,0.19788584
Pericardial Cyst,2,62.27,32.135,17.0675,0.19832846
Pericardial Cyst,2,69.92,35.96,18.98,0.197543
Mitral Valve Calcification,3,64,33.5,18.25,1.67665505
Mitral Valve Calcification,3,64,33.5,18.25,1.67665505
Mitral Valve Calcification,3,64,33.5,18.25,1.67665505
Mitral Valve Calcification,3,74.79,38.895,20.9475,1.67639883
Mitral Valve Calcification,3,65.42,34.21,18.605,1.67663663
Right Ventricular Hypertrophy,3,69.92,36.46,19.73,0.197543
Right Ventricular Hypertrophy,3,69.92,36.46,19.73,0.197543
Right Ventricular Hypertrophy,3,69.92,36.46,19.73,0.197543
Right Ventricular Hypertrophy,3,66.27,34.635,18.8175,0.19799298
Right Ventricular Hypertrophy,3,66.27,34.635,18.8175,0.19799298
Coronary Artery Calcification,3,69.52,36.26,19.63,1.67656569
Coronary Artery Calcification,3,72.97,37.985,20.4925,1.67647162
Coronary Artery Calcification,3,53.41,28.205,15.6025,1.67674194
Coronary Artery Calcification,3,66.33,34.665,18.8325,1.67662343
Coronary Artery Calcification,3,61.87,32.435,17.7175,1.67667864
Pericarditis,1,62.27,31.635,16.3175,1.67667453
Pericarditis,1,53.81,27.405,14.2025,1.6767397
Pericarditis,1,60.65,30.825,15.9125,1.67669037
Pericarditis,1,64.71,32.855,16.9275,1.67664615
Pericarditis,1,53.81,27.405,14.2025,1.6767397
Dilated Cardiomyopathy,2,55.24,28.62,15.31,1.67673119
Dilated Cardiomyopathy,2,59.84,30.92,16.46,1.67669755
Dilated Cardiomyopathy,2,55.74,28.87,15.435,1.67672803
Dilated Cardiomyopathy,2,53.81,27.905,14.9525,1.6767397
Dilated Cardiomyopathy,2,59.64,30.82,16.41,1.67669926
Hypertrophic Cardiomyopathy,2,65.52,33.76,17.88,1.67663523
Hypertrophic Cardiomyopathy,2,65.52,33.76,17.88,1.67663523
Hypertrophic Cardiomyopathy,2,65.52,33.76,17.88,1.67663523
Hypertrophic Cardiomyopathy,2,65.52,33.76,17.88,1.67663523
Hypertrophic Cardiomyopathy,2,65.01,33.505,17.7525,1.6766422
Restrictive Cardiomyopathy,2,69.72,35.86,18.93,1.67656132
Restrictive Cardiomyopathy,2,69.52,35.76,18.88,1.67656569
Restrictive Cardiomyopathy,2,69.52,35.76,18.88,1.67656569
Restrictive Cardiomyopathy,2,61.06,31.53,16.765,1.67668655
Restrictive Cardiomyopathy,2,61.26,31.63,16.815,1.67668464
Aortic Valve Stenosis,3,70.73,36.865,19.9325,1.67653752
Aortic Valve Stenosis,3,69.11,36.055,19.5275,1.67657433
Aortic Valve Stenosis,3,70.73,36.865,19.9325,1.67653752
Aortic Valve Stenosis,3,69.11,36.055,19.5275,1.67657433
Aortic Valve Stenosis,3,69.11,36.055,19.5275,1.67657433
Mitral Valve Prolapse,3,64.41,33.705,18.3525,1.67664998
Mitral Valve Prolapse,3,64.41,33.705,18.3525,1.67664998
Mitral Valve Prolapse,3,56.25,29.625,16.3125,1.67672469
Mitral Valve Prolapse,3,56.55,29.775,16.3875,1.67672268
Mitral Valve Prolapse,3,56.55,29.775,16.3875,1.67672268
Cardiac Tumor,2,56.55,29.275,15.6375,1.67672268
Cardiac Tumor,2,62.68,32.34,17.17,1.67667017
Cardiac Tumor,2,73.17,37.585,19.7925,1.67646463
Cardiac Tumor,2,62.68,32.34,17.17,1.67667017
Cardiac Tumor,2,62.48,32.24,17.12,1.67667232
Pulmonary Nodule,2,78.59,40.295,21.1475,1.67613274
Pulmonary Nodule,2,78.59,40.295,21.1475,1.67613274
Pulmonary Nodule,2,70.53,36.265,19.1325,1.67654248
Pulmonary Nodule,2,70.53,36.265,19.1325,1.67654248
Pulmonary Nodule,2,60.24,31.12,16.56,1.67669406
Lung Mass,2,80.82,41.41,21.705,1.79256506
Lung Mass,2,74.49,38.245,20.1225,1.79658412
Lung Mass,2,80.92,41.46,21.73,1.79242424
Lung Mass,2,80.92,41.46,21.73,1.79242424
Lung Mass,2,80.92,41.46,21.73,1.79242424
Lung Cyst,2,80.92,41.46,21.73,1.67577566
Lung Cyst,2,77.16,39.58,20.79,1.67625949
Lung Cyst,2,72.87,37.435,19.7175,1.67647504
Lung Cyst,2,73.17,37.585,19.7925,1.67646463
Lung Cyst,2,72.46,37.23,19.615,1.67648853
Bronchiectasis,1,57.06,29.03,15.015,1.79862732
Bronchiectasis,1,63.39,32.195,16.5975,1.79824638
Bronchiectasis,1,69.52,35.26,18.13,1.79760192
Bronchiectasis,1,61.26,31.13,16.065,1.79839615
Bronchiectasis,1,63.49,32.245,16.6225,1.79823866
Emphysema,1,64.51,32.755,16.8775,1.67664871
Emphysema,1,64.51,32.755,16.8775,1.67664871
Emphysema,1,64.51,32.755,16.8775,1.67664871
Emphysema,1,56.25,28.625,14.8125,1.67672469
Emphysema,1,55.95,28.475,14.7375,1.67672667
Pulmonary Fibrosis,2,72.16,37.08,19.54,1.6764979
Pulmonary Fibrosis,2,63.9,32.95,17.475,1.67665626
Pulmonary Fibrosis,2,72.16,37.08,19.54,1.6764979
Pulmonary Fibrosis,2,72.16,37.08,19.54,1.6764979
Pulmonary Fibrosis,2,71.95,36.975,19.4875,1.67650422
Pleural Effusion,2,69.92,35.96,18.98,1.67655685
Pleural Effusion,2,69.92,35.96,18.98,1.67655685
Pleural Effusion,2,70.73,36.365,19.1825,1.67653752
Pleural Effusion,2,70.73,36.365,19.1825,1.67653752
Pleural Effusion,2,70.73,36.365,19.1825,1.67653752
Pneumothorax,1,58.82,29.91,15.455,1.67670599
Pneumothorax,1,58.82,29.91,15.455,1.67670599
Pneumothorax,1,67.79,34.395,17.6975,1.6765995
Pneumothorax,1,58.82,29.91,15.455,1.67670599
Pneumothorax,1,58.82,29.91,15.455,1.67670599
Interstitial Lung Disease,3,70.33,36.665,19.8325,1.79747952
Interstitial Lung Disease,3,65.83,34.415,18.7075,1.79803633
Interstitial Lung Disease,3,65.42,34.21,18.605,1.71051445
Interstitial Lung Disease,3,80.11,41.555,22.2775,1.79343186
Interstitial Lung Disease,3,79.9,41.45,22.225,1.79365079
Atelectasis,1,70.13,35.565,18.2825,1.67655202
Atelectasis,1,69.72,35.36,18.18,1.67656132
Atelectasis,1,69.92,35.46,18.23,1.67655685
Atelectasis,1,61.06,31.03,16.015,1.67668655
Atelectasis,1,70.13,35.565,18.2825,1.67655202
Pulmonary Arteriovenous Malformation,3,62.98,32.99,17.995,1.67666689
Pulmonary Arteriovenous Malformation,3,57.06,30.03,16.515,1.67671916
Pulmonary Arteriovenous Malformation,3,63.39,33.195,18.0975,1.67666226
Pulmonary Arteriovenous Malformation,3,64.41,33.705,18.3525,1.67664998
Pulmonary Arteriovenous Malformation,3,61.26,32.13,17.565,1.67668464
Pneumonia,1,56.45,28.725,14.8625,1.67672336
Pneumonia,1,61.87,31.435,16.2175,1.67667864
Pneumonia,1,61.87,31.435,16.2175,1.67667864
Pneumonia,1,59.13,30.065,15.5325,1.67670349
Pneumonia,1,56.45,28.725,14.8625,1.67672336
Chronic Obstructive Pulmonary Disease (COPD),5,65.22,35.11,20.055,1.67663937
Chronic Obstructive Pulmonary Disease (COPD),5,65.22,35.11,20.055,1.67663937
Chronic Obstructive Pulmonary Disease (COPD),5,64.71,34.855,19.9275,1.67664615
Chronic Obstructive Pulmonary Disease (COPD),5,56.05,30.525,17.7625,1.67672602
Chronic Obstructive Pulmonary Disease (COPD),5,62.68,33.84,19.42,1.67667017
Lung Hyperinflation,2,59.84,30.92,16.46,0.19848255
Lung Hyperinflation,2,73.37,37.685,19.8425,0.19688231
Lung Hyperinflation,2,78.38,40.19,21.095,0.19488491
Lung Hyperinflation,2,69.92,35.96,18.98,0.197543
Lung Hyperinflation,2,61.46,31.73,16.865,0.19838319
Ground-Glass Opacities,2,61.46,31.73,16.865,1.67668271
Ground-Glass Opacities,2,70.33,36.165,19.0825,1.67654731
Ground-Glass Opacities,2,53.41,27.705,14.8525,1.67674194
Ground-Glass Opacities,2,56.45,29.225,15.6125,1.67672336
Ground-Glass Opacities,2,69.92,35.96,18.98,1.67655685
Pulmonary Edema,2,71.75,36.875,19.4375,1.67651007
Pulmonary Edema,2,65.52,33.76,17.88,1.67663523
Pulmonary Edema,2,64.51,33.255,17.6275,1.67664871
Pulmonary Edema,2,64.2,33.1,17.55,1.6766526
Pulmonary Edema,2,64.41,33.205,17.6025,1.67664998
Asbestosis,1,72.97,36.985,18.9925,1.67647162
Asbestosis,1,65.42,33.21,17.105,1.67663663
Asbestosis,1,56.05,28.525,14.7625,1.67672602
Asbestosis,1,72.97,36.985,18.9925,1.67647162
Asbestosis,1,55.95,28.475,14.7375,1.67672667
Silicosis,1,70.73,35.865,18.4325,1.67653752
Silicosis,1,64.91,32.955,16.9775,1.67664353
Silicosis,1,64.41,32.705,16.8525,1.67664998
Silicosis,1,64.71,32.855,16.9275,1.67664615
Silicosis,1,64.41,32.705,16.8525,1.67664998
Lymphangioleiomyomatosis,1,55.95,28.475,14.7375,0.91070179
Lymphangioleiomyomatosis,1,47.59,24.295,12.6475,0.91079062
Lymphangioleiomyomatosis,1,56.45,28.725,14.8625,0.91069489
Lymphangioleiomyomatosis,1,56.45,28.725,14.8625,0.91069489
Lymphangioleiomyomatosis,1,65.73,33.365,17.1825,0.91050537
Pulmonary Alveolar Proteinosis,3,71.85,37.425,20.2125,1.79721254
Pulmonary Alveolar Proteinosis,3,70.13,36.565,19.7825,1.79751089
Pulmonary Alveolar Proteinosis,3,78.38,40.69,21.845,1.79488491
Pulmonary Alveolar Proteinosis,3,70.13,36.565,19.7825,1.79751089
Pulmonary Alveolar Proteinosis,3,75.24,39.12,21.06,1.79635037
Lung Metastases,2,73.37,37.685,19.8425,1.67645741
Lung Metastases,2,72.97,37.485,19.7425,1.67647162
Lung Metastases,2,78.59,40.295,21.1475,1.67613274
Lung Metastases,2,64.2,33.1,17.55,1.6766526
Lung Metastases,2,74.53,38.265,20.1325,1.67641063
Pulmonary Hamartoma,2,66.27,34.135,18.0675,1.67662434
Pulmonary Hamartoma,2,66.78,34.39,18.195,1.67661644
Pulmonary Hamartoma,2,78.59,40.295,21.1475,1.67613274
Pulmonary Hamartoma,2,78.59,40.295,21.1475,1.67613274
Pulmonary Hamartoma,2,78.59,40.295,21.1475,1.67613274
Chronic Bronchitis,2,54.83,28.415,15.2075,0.9987249
Chronic Bronchitis,2,54.83,28.415,15.2075,0.1987249
Chronic Bronchitis,2,55.74,28.87,15.435,0.9986868
Chronic Bronchitis,2,55.54,28.77,15.385,0.99869537
Chronic Bronchitis,2,54.63,28.315,15.1575,0.99873297
Hypersensitivity Pneumonitis,2,61.46,31.73,16.865,1.67668271
Hypersensitivity Pneumonitis,2,61.46,31.73,16.865,1.67668271
Hypersensitivity Pneumonitis,2,62.27,32.135,17.0675,1.67667453
Hypersensitivity Pneumonitis,2,69.92,35.96,18.98,1.67655685
Hypersensitivity Pneumonitis,2,61.46,31.73,16.865,1.67668271
Bronchiolitis Obliterans,2,63.9,32.95,17.475,0.99820628
Bronchiolitis Obliterans,2,65.22,33.61,17.805,0.99809342
Bronchiolitis Obliterans,2,72.46,37.23,19.615,0.99708879
Bronchiolitis Obliterans,2,53.21,27.605,14.8025,0.99878751
Bronchiolitis Obliterans,2,44.95,23.475,12.7375,0.9990303
Pulmonary Sequestration,2,54.42,28.21,15.105,1.67673616
Pulmonary Sequestration,2,54.42,28.21,15.105,1.67673616
Pulmonary Sequestration,2,54.63,28.315,15.1575,1.67673491
Pulmonary Sequestration,2,53.61,27.805,14.9025,1.67674083
Pulmonary Sequestration,2,62.07,32.035,17.0175,1.6766766
Pleural Effusion,2,70.73,36.365,19.1825,1.67653752
Pleural Effusion,2,68.91,35.455,18.7275,1.67657839
Pleural Effusion,2,70.73,36.365,19.1825,1.67653752
Pleural Effusion,2,70.73,36.365,19.1825,1.67653752
Pleural Effusion,2,69.92,35.96,18.98,1.67655685
Pulmonary Hypertension,2,61.87,31.935,16.9675,1.71060182
Pulmonary Hypertension,2,61.87,31.935,16.9675,1.71060182
Pulmonary Hypertension,2,61.87,31.935,16.9675,1.71060182
Pulmonary Hypertension,2,69.72,35.86,18.93,1.71035792
Pulmonary Hypertension,2,81.12,41.56,21.78,1.70863758
Mediastinal Mass,2,63.9,32.95,17.475,0.19820628
Mediastinal Mass,2,63.7,32.85,17.425,0.19822222
Mediastinal Mass,2,62.88,32.44,17.22,0.19828473
Mediastinal Mass,2,64,33,17.5,0.1981982
Mediastinal Mass,2,57.3,29.65,15.825,0.19861592
Thymoma,1,72.87,36.935,18.9675,0.91017874
Thymoma,1,64.41,32.705,16.8525,1.67664998
Thymoma,1,60.85,30.925,15.9625,1.67668852
Thymoma,1,61.87,31.435,16.2175,1.67667864
Thymoma,1,61.67,31.335,16.1675,1.67668064
Thymic Hyperplasia,2,54.02,28.01,15.005,0.19875699
Thymic Hyperplasia,2,55.95,28.975,15.4875,0.19867769
Thymic Hyperplasia,2,56.25,29.125,15.5625,0.19866444
Thymic Hyperplasia,2,62.27,32.135,17.0675,0.19832846
Thymic Hyperplasia,2,63.09,32.545,17.2725,0.19826915
Esophageal Cyst,2,60.45,31.225,16.6125,1.71063001
Esophageal Cyst,2,57.3,29.65,15.825,1.71068261
Esophageal Cyst,2,69.52,35.76,18.88,1.710367
Esophageal Cyst,2,69.31,35.655,18.8275,1.7103763
Esophageal Cyst,2,58.11,30.055,16.0275,1.71067021
Esophageal Cyst,2,57.3,29.65,15.825,1.71068261
Esophageal Cyst,2,57.1,29.55,15.775,1.71068556
Esophageal Cyst,2,69.31,35.655,18.8275,1.7103763
Esophageal Cyst,2,58.11,30.055,16.0275,1.71067021
Esophageal Cyst,2,57.3,29.65,15.825,1.71068261
Bronchogenic Cyst,2,64.2,33.1,17.55,0.19818182
Bronchogenic Cyst,2,61.87,31.935,16.9675,0.19835594
Bronchogenic Cyst,2,72.66,37.33,19.665,0.19704579
Bronchogenic Cyst,2,71.34,36.67,19.335,0.19730821
Bronchogenic Cyst,2,62.68,32.34,17.17,0.19829932
Mediastinal Fat Necrosis,3,63.29,33.145,18.0725,0.19825404
Mediastinal Fat Necrosis,3,61.67,32.335,17.6675,0.19836934
Mediastinal Fat Necrosis,3,61.67,32.335,17.6675,0.19836934
Mediastinal Fat Necrosis,3,64.51,33.755,18.3775,0.99815583
Mediastinal Fat Necrosis,3,61.67,32.335,17.6675,0.19836934
Sarcoidosis,1,61.87,31.435,16.2175,1.79835594
Sarcoidosis,1,62.07,31.535,16.2675,1.79834231
Sarcoidosis,1,53.61,27.305,14.1525,1.79877263
Sarcoidosis,1,53.61,27.305,14.1525,1.79877263
Sarcoidosis,1,53.21,27.105,14.0525,1.79878751
Mediastinal Lymphadenopathy,2,64.51,33.255,17.6275,1.71053958
Mediastinal Lymphadenopathy,2,64.51,33.255,17.6275,1.71053958
Mediastinal Lymphadenopathy,2,73.88,37.94,19.97,1.71010174
Mediastinal Lymphadenopathy,2,73.68,37.84,19.92,1.71011798
Mediastinal Lymphadenopathy,2,64.51,33.255,17.6275,1.71053958
Teratoma,1,64.91,32.955,16.9775,0.19812118
Teratoma,1,66.13,33.565,17.2825,0.19800698
Teratoma,1,60.45,30.725,15.8625,0.1984466
Teratoma,1,60.35,30.675,15.8375,0.19845261
Teratoma,1,66.33,33.665,17.3325,0.19798691
Pleural Plaques,2,55.95,28.975,15.4875,1.67672667
Pleural Plaques,2,56.25,29.125,15.5625,1.67672469
Pleural Plaques,2,56.25,29.125,15.5625,1.67672469
Pleural Plaques,2,56.25,29.125,15.5625,1.67672469
Pleural Plaques,2,61.46,31.73,16.865,1.67668271
Pleural Thickening,2,64.71,33.355,17.6775,1.67664615
Pleural Thickening,2,64.71,33.355,17.6775,1.67664615
Pleural Thickening,2,70.53,36.265,19.1325,1.67654248
Pleural Thickening,2,62.07,32.035,17.0175,1.6766766
Pleural Thickening,2,61.06,31.53,16.765,1.67668655
Pleural Calcifications,2,53,27.5,14.75,1.79879518
Pleural Calcifications,2,51.58,26.79,14.395,1.7988446
Pleural Calcifications,2,51.58,26.79,14.395,1.7988446
Pleural Calcifications,2,53.21,27.605,14.8025,1.79878751
Pleural Calcifications,2,51.58,26.79,14.395,1.7988446
Hemothorax,1,73.47,37.235,19.1175,0.91013448
Hemothorax,1,69.72,35.36,18.18,0.19757282
Hemothorax,1,69.72,35.36,18.18,0.91035792
Hemothorax,1,69.72,35.36,18.18,0.91035792
Hemothorax,1,81.83,41.415,21.2075,0.90822736
Pleural Mass,2,60.45,31.225,16.6125,0.1984466
Pleural Mass,2,64.41,33.205,17.6025,0.1981643
Pleural Mass,2,57.27,29.635,15.8175,0.19861735
Pleural Mass,2,57.27,29.635,15.8175,0.19861735
Pleural Mass,2,61.67,31.835,16.9175,0.19836934
Chylothorax,1,56.45,28.725,14.8625,1.67672336
Chylothorax,1,71.14,36.07,18.535,1.67652693
Chylothorax,1,71.14,36.07,18.535,1.67652693
Chylothorax,1,71.14,36.07,18.535,1.67652693
Chylothorax,1,69.72,35.36,18.18,1.67656132
Empyema,1,62.07,31.535,16.2675,1.6766766
Empyema,1,63.29,32.145,16.5725,1.6766634
Empyema,1,63.29,32.145,16.5725,1.6766634
Empyema,1,56.25,28.625,14.8125,1.67672469
Empyema,1,63.9,32.45,16.725,1.67665626
Pleuropericardial Cyst,2,62.27,32.135,17.0675,0.19832846
Pleuropericardial Cyst,2,62.27,32.135,17.0675,0.19832846
Pleuropericardial Cyst,2,62.68,32.34,17.17,0.19829932
Pleuropericardial Cyst,2,62.27,32.135,17.0675,0.19832846
Pleuropericardial Cyst,2,62.27,32.135,17.0675,0.19832846
Rib Fracture,2,89.58,45.79,23.895,1.79307959
Rib Fracture,2,74.9,38.45,20.225,1.79646018
Rib Fracture,2,90.09,46.045,24.0225,1.7936407
Rib Fracture,2,89.58,45.79,23.895,1.79307959
Rib Fracture,2,89.08,45.54,23.77,1.79242424
