finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Ductal Carcinoma In Situ,D05.9,"Ductal Carcinoma In Situ, or DCIS, is a condition where abnormal cells are found in the lining of a breast duct. It is considered the earliest form of breast cancer and is non-invasive, meaning it hasn't spread beyond the milk duct. Patients should know that DCIS is not life-threatening, but it can increase the risk of developing invasive breast cancer later on. Treatment options may include surgery, radiation, or hormone therapy to prevent progression. It's important to discuss with a healthcare provider to understand the best approach for managing DCIS.",90,D05.1,D05.1,FALSE,FALSE,53.21,0,0,0,31.79,0.006099420555,D05,D05,1,D05,1,1,1.798787511
Ductal Carcinoma In Situ,D05.9,"Ductal Carcinoma In Situ, or DCIS, is a condition where abnormal cells are found in the lining of a breast duct. It is considered the earliest form of breast cancer and is non-invasive, meaning it hasn't spread beyond the milk duct. Patients should know that DCIS is not life-threatening, but it can increase the risk of developing invasive breast cancer later on. Treatment options may include surgery, radiation, or hormone therapy to prevent progression. It's important to discuss with a healthcare provider to understand the best approach for managing DCIS.",90,D05.1,D05.1,FALSE,FALSE,53.21,0,0,0,31.79,0.006099420555,D05,D05,1,D05,1,1,1.798787511
Ductal Carcinoma In Situ,D05.9,"Ductal Carcinoma In Situ, or DCIS, is a condition where abnormal cells are found in the lining of a breast duct. It is considered the earliest form of breast cancer and is non-invasive, meaning it hasn't spread beyond the milk duct. Patients should know that DCIS is not life-threatening, but it can increase the risk of developing invasive breast cancer later on. Treatment options are available to prevent progression, and these may include surgery, radiation, or hormone therapy. It's important to discuss these options with a healthcare provider to determine the best course of action.",95,D05.1,D05.1,FALSE,FALSE,60.65,0,0,0,24.35,0.007889546351,D05,D05,1,D05,1,1,1.798434442
Ductal Carcinoma In Situ,D05.9,"Ductal Carcinoma In Situ, or DCIS, is a condition where abnormal cells are found in the lining of a breast duct. It is considered the earliest form of breast cancer and is non-invasive, meaning it hasn't spread beyond the milk duct. Patients should know that DCIS is not life-threatening, but it can increase the risk of developing invasive breast cancer later on. Treatment options are available to prevent progression, and these may include surgery, radiation, or hormone therapy. It's important to discuss these options with a healthcare provider to determine the best course of action.",95,D05.1,D05.1,FALSE,FALSE,60.65,0,0,0,24.35,0.007889546351,D05,D05,1,D05,1,1,1.798434442
Lobular Neoplasia,D05.0,"Lobular neoplasia is a condition found in the breast tissue that is usually discovered during a biopsy. It means there are abnormal cells in the lobules, which are the glands that produce milk. This finding is not cancer, but it can be a marker that indicates a higher risk of developing breast cancer in the future. Patients should understand that lobular neoplasia itself does not typically cause symptoms and often does not require immediate treatment. However, it is important to have regular check-ups to monitor any changes in the breast tissue.",91,D05.00,D24.9,FALSE,FALSE,53,0,0,0,32,0.006060606061,D05,D24,0,D05,1,0.5,0.9987951807
Lobular Neoplasia,D05.0,"Lobular neoplasia is a condition found in the breast tissue, often discovered during a biopsy. It means there are abnormal cells in the lobules, which are the glands that produce milk. This finding is not cancer, but it can be a marker that indicates a higher risk of developing breast cancer in the future. Patients should understand that lobular neoplasia itself does not usually cause symptoms and often does not require immediate treatment. However, it is important to be aware of this condition and discuss with a healthcare provider about regular monitoring and any preventive measures that might be appropriate.",100,D05.00,D48.60,FALSE,FALSE,51.18,0,0,0,33.82,0.005743825388,D05,D48,0,D05,1,0.5,0.9988577955
Lobular Neoplasia,D05.0,"Lobular neoplasia is a condition found in the breast tissue, often discovered during a biopsy. It means there are abnormal cells in the lobules, which are the glands that produce milk. This finding is not cancer, but it can be a sign that there is a higher risk of developing breast cancer in the future. It's important to keep an eye on any changes in the breast and to have regular check-ups. Understanding this condition helps in making informed decisions about monitoring and any preventive measures that might be needed.",90,D05.00,D24.9,FALSE,FALSE,61.67,0,0,0,23.33,0.008220304151,D05,D24,0,D05,1,0.5,0.9983693437
Lobular Neoplasia,D05.0,"Lobular neoplasia is a condition where there are abnormal cells in the lobules of the breast. It is often found during a biopsy for another reason and is not cancer, but it can be a marker for an increased risk of developing breast cancer in the future. Patients should understand that lobular neoplasia itself does not usually cause symptoms and often does not require treatment. However, it is important to be aware of this finding and to discuss with a healthcare provider about regular breast monitoring and any additional steps that might be needed to manage breast health.",98,D05.00,D24.9,FALSE,FALSE,46.61,0,0,0,38.39,0.00507743082,D05,D24,0,D05,1,0.5,0.9989896438
Lobular Neoplasia,D05.0,"Lobular neoplasia is a condition found in the breast tissue, often discovered during a biopsy for another reason. It means there are abnormal cells in the lobules, which are the glands that produce milk. This finding is not cancer, but it can be a marker that indicates a higher risk of developing breast cancer in the future. It's important to understand that having lobular neoplasia does not mean you will definitely get breast cancer, but it does mean you should be more vigilant about regular breast screenings and check-ups.",89,D05.00,D24.9,FALSE,FALSE,48.84,0,0,0,36.16,0.005382131324,D05,D24,0,D05,1,0.5,0.9989293362
Breast Lipoma,D17.39,"A breast lipoma is a non-cancerous lump made up of fatty tissue that is often found by chance during a breast exam or imaging test. These lumps are usually soft, moveable, and painless. Most of the time, breast lipomas do not cause any problems and do not need treatment. They are not linked to breast cancer and are generally harmless. However, if the lipoma grows or causes discomfort, it might be worth discussing with a healthcare provider to see if any action is needed.",84,D17.0,D17.0,FALSE,FALSE,71.34,0,0,0,13.66,0.0136425648,D17,D17,1,D17,1,1,1.79730821
Breast Lipoma,D17.39,"A breast lipoma is a non-cancerous lump made up of fatty tissue that is often found by chance during a breast exam or imaging test. These lumps are usually soft, moveable, and painless. Most of the time, breast lipomas do not cause any problems and do not need treatment. They are not linked to breast cancer and are generally harmless. However, if the lipoma grows or causes discomfort, it might be worth discussing with a healthcare provider to see if any action is needed.",84,D17.0,D17.0,FALSE,FALSE,71.34,0,0,0,13.66,0.0136425648,D17,D17,1,D17,1,1,1.79730821
Breast Lipoma,D17.39,"A breast lipoma is a non-cancerous lump made up of fatty tissue that is often found by chance during a breast exam or imaging test. These lumps are usually soft, moveable, and painless. Most of the time, breast lipomas do not cause any problems and do not need treatment. They are not linked to breast cancer and are generally harmless. However, if the lipoma grows or causes discomfort, it might be worth discussing with a healthcare provider to see if any action is needed.",84,D17.0,D17.0,FALSE,FALSE,71.34,0,0,0,13.66,0.0136425648,D17,D17,1,D17,1,1,1.79730821
Breast Lipoma,D17.39,"A breast lipoma is a non-cancerous lump made up of fatty tissue that is often found by chance during a breast exam or imaging test. These lumps are usually soft, moveable, and painless. Most of the time, breast lipomas do not cause any problems and do not need treatment. They are not linked to breast cancer and are generally harmless. However, if the lipoma grows or causes discomfort, it might be worth discussing with a healthcare provider to see if any action is needed.",84,D17.0,D17.0,FALSE,FALSE,71.34,0,0,0,13.66,0.0136425648,D17,D17,1,D17,1,1,1.79730821
Breast Lipoma,D17.39,"A breast lipoma is a non-cancerous lump made up of fatty tissue that is often found by chance during a breast exam or imaging test. These lumps are usually soft, moveable, and painless. Most of the time, breast lipomas do not cause any problems and do not need treatment. They are not linked to breast cancer and are generally harmless. However, if the lipoma grows or causes discomfort, it might be worth discussing with a healthcare provider to see if any action is needed.",84,D17.0,D17.0,FALSE,FALSE,71.34,0,0,0,13.66,0.0136425648,D17,D17,1,D17,1,1,1.79730821
Breast Abscess,N61.1,"A breast abscess is a pocket of pus that forms in the breast tissue, often due to an infection. It can cause symptoms like swelling, redness, and pain in the affected area. Patients should know that while a breast abscess can be uncomfortable, it is treatable. Treatment usually involves antibiotics to fight the infection and sometimes a procedure to drain the pus. It's important to follow the treatment plan to ensure proper healing and prevent further complications. If you notice any changes or worsening symptoms, it's important to seek medical advice.",91,N61,N61,FALSE,FALSE,64.51,0,0,0,20.49,0.009306654258,N61,N61,1,N61,1,1,1.798155832
Breast Abscess,N61.1,"A breast abscess is a pocket of pus that forms in the breast tissue, often due to an infection. It can cause symptoms like swelling, redness, and pain in the affected area. Patients should know that while a breast abscess can be uncomfortable, it is treatable. Treatment usually involves antibiotics to fight the infection and sometimes a procedure to drain the pus. It's important to follow the treatment plan to ensure proper healing and prevent further complications. If you notice any changes or worsening symptoms, it's important to seek medical advice.",91,N61,N61,FALSE,FALSE,64.51,0,0,0,20.49,0.009306654258,N61,N61,1,N61,1,1,1.798155832
Breast Abscess,N61.1,"A breast abscess is a pocket of pus that forms in the breast tissue, often due to an infection. It can cause symptoms like swelling, redness, and pain in the affected area. Patients should know that while this condition can be uncomfortable, it is treatable. Treatment usually involves antibiotics to fight the infection and sometimes draining the abscess to relieve pressure and pain. It's important to follow the treatment plan to ensure proper healing and prevent further complications.",78,N61,N61,FALSE,FALSE,64.1,0,0,0,20.9,0.009132420091,N61,N61,1,N61,1,1,1.798190045
Breast Abscess,N61.1,"A breast abscess is a pocket of pus that forms in the breast tissue, often due to an infection. It can cause symptoms like swelling, redness, and pain in the affected area. Patients should know that while a breast abscess can be uncomfortable, it is treatable. Treatment usually involves antibiotics to fight the infection and sometimes a procedure to drain the pus. It's important to follow the treatment plan to ensure proper healing and prevent further complications. If you notice any changes or worsening symptoms, it's important to seek medical advice.",91,N61,N61,FALSE,FALSE,64.51,0,0,0,20.49,0.009306654258,N61,N61,1,N61,1,1,1.798155832
Breast Abscess,N61.1,"A breast abscess is a pocket of pus that forms in the breast tissue, often due to an infection. It can cause symptoms like swelling, redness, and pain in the affected area. Patients should know that while this condition can be uncomfortable, it is treatable. Treatment usually involves antibiotics to fight the infection and sometimes a procedure to drain the pus. It's important to follow the treatment plan to ensure proper healing and prevent further complications. If you notice any changes or worsening symptoms, it's important to seek medical advice promptly.",91,N61,N61,FALSE,FALSE,64.51,0,0,0,20.49,0.009306654258,N61,N61,1,N61,1,1,1.798155832
Breast Hematoma,N64.89,"A breast hematoma is a collection of blood within the breast tissue, often resulting from an injury or surgery. It might feel like a lump and can cause some discomfort or bruising. Most of the time, a breast hematoma is not serious and will go away on its own as the body reabsorbs the blood. Applying a warm compress can help speed up healing and reduce discomfort. If the hematoma is large or painful, or if it doesn't improve over time, further evaluation might be needed to ensure proper healing.",90,N64.89,N64.89,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,N64,N64,1,N64,1,1,1.676552024
Breast Hematoma,N64.89,"A breast hematoma is a collection of blood within the breast tissue, often resulting from an injury or surgery. It might feel like a lump and can cause some discomfort or bruising. Most of the time, a breast hematoma is not serious and will resolve on its own as the body reabsorbs the blood. Applying a warm compress can help speed up healing. If the hematoma is large or painful, or if it doesn't improve over time, it might need further evaluation to ensure there are no other underlying issues.",90,N64.89,N64.89,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,N64,N64,1,N64,1,1,1.676552024
Breast Hematoma,N64.89,"A breast hematoma is a collection of blood within the breast tissue, often resulting from an injury or surgery. It might feel like a lump and can cause some discomfort or bruising. Most of the time, a breast hematoma is not serious and will heal on its own as the body reabsorbs the blood. Applying a warm compress can help speed up the healing process. If the hematoma is large or painful, or if it doesn't improve over time, it might need further evaluation to ensure there are no complications.",90,N64.89,N64.89,TRUE,TRUE,78.59,1,1,1,6.41,1.626990553,N64,N64,1,N64,1,1,1.676132744
Breast Hematoma,N64.89,"A breast hematoma is a collection of blood within the breast tissue, often resulting from an injury or surgery. It might feel like a lump and can cause some discomfort or bruising. Most of the time, a breast hematoma is not serious and will resolve on its own as the body reabsorbs the blood. Patients should know that applying a warm compress can help speed up healing and reduce discomfort. If the hematoma is large or painful, or if there are concerns about changes in the breast, further evaluation may be needed.",92,N64.89,N64.89,TRUE,TRUE,78.18,1,1,1,6.82,1.625575448,N64,N64,1,N64,1,1,1.676173778
Breast Hematoma,N64.89,"A breast hematoma is a collection of blood within the breast tissue, often resulting from an injury or surgery. It might feel like a lump and can cause some discomfort or bruising. Most of the time, a breast hematoma is not serious and will resolve on its own as the body reabsorbs the blood. Patients should know that while it can be uncomfortable, it usually doesn't require treatment. Applying a warm compress can help ease discomfort. If the hematoma is large or painful, or if there are concerns, further evaluation may be needed.",93,N64.89,N64.89,TRUE,TRUE,72.66,1,1,1,12.34,1.614992504,N64,N64,1,N64,1,1,1.676482055
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that occurs in a milk duct in the breast. It is often found during a mammogram or ultrasound. Patients should know that these growths are usually benign and do not pose a significant health risk. However, they can sometimes cause symptoms like nipple discharge or a lump that can be felt. If symptoms are present, a doctor might suggest further evaluation to ensure there are no other concerns. Treatment is not always necessary, but if needed, it may involve removing the papilloma to relieve symptoms.",93,D24.1,D24.1,FALSE,FALSE,64.2,0,0,0,20.8,0.009174311927,D24,D24,1,D24,1,1,1.798181818
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that occurs in a milk duct in the breast. It is often found during a mammogram or ultrasound done for another reason. Patients should know that these growths are usually not harmful and do not always cause symptoms. However, they can sometimes lead to nipple discharge or a lump that can be felt. If symptoms are present, or if there is any concern about the growth, a doctor might suggest further tests or treatment to ensure everything is okay.",87,D24.1,D24.1,FALSE,FALSE,70.73,0,0,0,14.27,0.01309757695,D24,D24,1,D24,1,1,1.79741435
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that occurs in a milk duct in the breast. It is often found during a mammogram or ultrasound. Patients should know that these growths are usually benign and do not pose a significant health risk. However, they can sometimes cause symptoms like nipple discharge or a small lump. If symptoms are present, or if there is any concern about the growth, a doctor might suggest further evaluation or treatment, which could include monitoring or, in some cases, surgical removal to ensure it is not causing any problems.",95,D24.1,D24.1,FALSE,FALSE,60.65,0,0,0,24.35,0.007889546351,D24,D24,1,D24,1,1,1.798434442
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that occurs in a milk duct in the breast. It is often found during a mammogram or ultrasound. Patients should know that these growths are usually benign and do not pose a significant health risk. However, they can sometimes cause symptoms like nipple discharge or a small lump. If symptoms are present, further evaluation by a healthcare provider may be needed to ensure there are no other concerns. Treatment is not always necessary, but if needed, it may involve removing the papilloma.",90,D24.1,D24.1,FALSE,FALSE,64.71,0,0,0,20.29,0.009394081729,D24,D24,1,D24,1,1,1.798138669
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that occurs in a milk duct in the breast. It is often found during a mammogram or ultrasound. Patients should know that these growths are usually benign and do not pose a significant health risk. However, they can sometimes cause symptoms like nipple discharge or a lump that can be felt. If symptoms are present, or if there are concerns about the papilloma, a doctor may recommend further evaluation or treatment, which could include monitoring or surgical removal to ensure it is not associated with any other conditions.",96,D24.1,D24.1,FALSE,FALSE,51.99,0,0,0,33.01,0.005880623346,D24,D24,1,D24,1,1,1.798830751
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is a small pouch that can form in the esophagus, which is the tube that carries food from your mouth to your stomach. This is often found by accident during tests for other issues. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you start to notice symptoms like trouble swallowing, food getting stuck, or bad breath, it might be related to the diverticulum. In such cases, a doctor can help decide if any treatment is needed.",89,K22.5,K22.5,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,K22,K22,1,K22,1,1,1.676547311
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is a small pouch that can form in the esophagus, which is the tube that carries food from your mouth to your stomach. This is often found by accident during tests for other issues. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you start to notice symptoms like trouble swallowing, chest pain, or food getting stuck, it might be important to talk to a doctor. They can help decide if any treatment is needed to make you feel better.",92,K22.5,K22.5,TRUE,TRUE,78.18,1,1,1,6.82,1.625575448,K22,K22,1,K22,1,1,1.676173778
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is a small pouch that can form in the esophagus, which is the tube that carries food from your mouth to your stomach. This is often found by accident during tests for other issues. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you start having trouble swallowing, feel like food is getting stuck, or experience chest pain, it might be related to the diverticulum. In such cases, a doctor can help decide if any treatment is needed.",90,K22.5,K22.5,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,K22,K22,1,K22,1,1,1.676552024
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is a small pouch that can form in the esophagus, which is the tube that carries food from your mouth to your stomach. This is often found by accident during tests for other issues. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you start having trouble swallowing, feel like food is getting stuck, or experience chest pain, it might be related to the diverticulum. In such cases, a doctor can help decide if any treatment is needed.",90,K22.5,K22.5,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,K22,K22,1,K22,1,1,1.676552024
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is a small pouch that can form in the esophagus, which is the tube that carries food from your mouth to your stomach. This is often found by accident during tests for other issues. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you start to notice symptoms like trouble swallowing, food getting stuck, or bad breath, it might be related to the diverticulum. In such cases, a doctor can help decide if any treatment is needed.",89,K22.5,K22.5,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,K22,K22,1,K22,1,1,1.676547311
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down because the muscles don't work properly. This can make swallowing difficult and sometimes cause chest pain or food to come back up. It's important to eat slowly and chew your food well. Drinking water with meals can also help. If you notice any symptoms like difficulty swallowing or chest discomfort, it's a good idea to talk to a healthcare provider about it.",86,K22.0,K22.0,TRUE,TRUE,70.94,1,1,1,14.06,1.613280212,K22,K22,1,K22,1,1,1.676532168
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down because the muscles don't work properly. This can make swallowing difficult and sometimes cause chest pain or food to come back up. It's important to know that while this condition can be uncomfortable, there are treatments available that can help manage the symptoms and improve swallowing. These treatments might include medications, stretching the esophagus, or other procedures to help the muscles work better.",87,K22.0,K22.0,TRUE,TRUE,57.81,1,1,1,27.19,1.607094714,K22,K22,1,K22,1,1,1.676713745
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down because the muscles don't work properly. This can make swallowing difficult and sometimes cause chest pain or food to come back up. It's important to know that while achalasia can be managed, it might require some lifestyle changes, like eating smaller meals and avoiding certain foods. There are also treatments available that can help the esophagus work better, so you can eat more comfortably.",88,K22.0,K22.0,TRUE,TRUE,66.07,1,1,1,18.93,1.610035123,K22,K22,1,K22,1,1,1.676627321
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down because the muscles don't work properly. This can make swallowing difficult and sometimes cause chest pain or food to come back up. It's important to know that while achalasia can be uncomfortable, there are treatments available that can help manage the symptoms and make eating easier. These treatments might include medications, stretching the esophagus, or surgery to help the muscles work better.",86,K22.0,K22.0,TRUE,TRUE,58.11,1,1,1,26.89,1.607171029,K22,K22,1,K22,1,1,1.6767115
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down because the muscles don't work properly. This can make swallowing difficult and sometimes cause food to come back up. People with achalasia might feel like food is stuck in their throat or chest. It's important to talk to a doctor if you have these symptoms, as there are treatments that can help make swallowing easier and improve your comfort.",83,K22.0,K22.0,TRUE,TRUE,67.28,1,1,1,17.72,1.610683761,K22,K22,1,K22,1,1,1.676608283
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of the esophagus, the tube that carries food from your mouth to your stomach, changes. This change is often due to long-term acid reflux, where stomach acid frequently flows back into the esophagus. While Barrett's Esophagus itself doesn't usually cause symptoms, it can increase the risk of developing esophageal cancer over time. It's important to monitor this condition with regular check-ups. Lifestyle changes, like eating a healthy diet and avoiding foods that trigger acid reflux, can help manage symptoms and reduce risks.",90,K22.7,K22.70,TRUE,FALSE,61.67,1,0,0.5,23.33,0.8082203042,K22,K22,1,K22,1,1,1.710605992
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of the esophagus, which is the tube that carries food from your mouth to your stomach, changes. This change is often due to acid reflux, where stomach acid frequently comes up into the esophagus. While Barrett's Esophagus itself doesn't usually cause symptoms, it can increase the risk of developing esophageal cancer over time. It's important to manage acid reflux symptoms and have regular check-ups to monitor the condition. Treatment may include lifestyle changes, medications, or procedures to manage reflux and reduce cancer risk.",91,K22.7,K22.70,TRUE,FALSE,53,1,0,0.5,32,0.8060606061,K22,K22,1,K22,1,1,1.710738255
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of the esophagus, which is the tube that carries food from your mouth to your stomach, changes. This change is often due to acid reflux, where stomach acid frequently comes up into the esophagus. People with Barrett's Esophagus usually do not have symptoms different from regular acid reflux, like heartburn. It's important to know that while Barrett's Esophagus itself doesn't cause symptoms, it can increase the risk of developing esophageal cancer over time. Regular check-ups with your doctor can help monitor this condition.",91,K22.7,K22.70,TRUE,FALSE,53,1,0,0.5,32,0.8060606061,K22,K22,1,K22,1,1,1.710738255
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of the esophagus, which is the tube that carries food from your mouth to your stomach, changes. This change is often due to acid reflux, where stomach acid frequently comes up into the esophagus. While Barrett's Esophagus itself doesn't usually cause symptoms, it can increase the risk of developing esophageal cancer over time. It's important to manage acid reflux symptoms and have regular check-ups to monitor the condition. Treatment may include lifestyle changes, medications, or procedures to manage reflux and reduce cancer risk.",91,K22.7,K22.70,TRUE,FALSE,53,1,0,0.5,32,0.8060606061,K22,K22,1,K22,1,1,1.710738255
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of the esophagus, which is the tube that carries food from your mouth to your stomach, changes. This change is often due to acid reflux, where stomach acid frequently comes up into the esophagus. While Barrett's Esophagus itself doesn't usually cause symptoms, it can increase the risk of developing esophageal cancer over time. It's important to manage acid reflux symptoms and have regular check-ups to monitor the condition. Treatment may include lifestyle changes, medications, or procedures to prevent further damage.",88,K22.7,K22.70,TRUE,FALSE,53.61,1,0,0.5,31.39,0.8061747453,K22,K22,1,K22,1,1,1.710731257
Esophageal Perforation,K22.3,"An esophageal perforation is a tear or hole in the esophagus, which is the tube that carries food from your mouth to your stomach. This condition can be serious because it allows food, fluids, and air to leak into the chest, which can lead to infection. Symptoms might include severe chest pain, difficulty swallowing, or vomiting. It's important to seek medical attention if you experience these symptoms. Treatment often involves hospitalization, and in some cases, surgery may be needed to repair the tear and prevent complications.",86,K22.3,K22.3,TRUE,TRUE,54.02,1,1,1,30.98,1.606253909,K22,K22,1,K22,1,1,1.676738494
Esophageal Perforation,K22.3,"An esophageal perforation is a hole or tear in the esophagus, which is the tube that carries food from your mouth to your stomach. This can be a serious condition because it allows food, fluids, and air to leak into the chest, which can lead to infection. Symptoms might include severe chest pain, difficulty swallowing, or vomiting. It's important to seek medical attention if you experience these symptoms. Treatment often involves surgery to repair the tear and antibiotics to prevent infection.",81,K22.3,K22.3,TRUE,TRUE,55.03,1,1,1,29.97,1.606457862,K22,K22,1,K22,1,1,1.676732489
Esophageal Perforation,K22.3,"An esophageal perforation is a tear or hole in the esophagus, which is the tube that carries food from your mouth to your stomach. This condition can be serious because it allows food, fluids, and air to leak into the chest, which can lead to infection or other complications. Symptoms might include severe chest pain, difficulty swallowing, or vomiting. It's important to seek medical attention if you experience these symptoms. Treatment often involves hospitalization, and in some cases, surgery may be needed to repair the tear and prevent further complications.",90,K22.3,K22.3,TRUE,TRUE,53.21,1,1,1,31.79,1.606099421,K22,K22,1,K22,1,1,1.676743043
Esophageal Perforation,K22.3,"An esophageal perforation is a tear or hole in the esophagus, which is the tube that carries food from your mouth to your stomach. This condition can be serious because it allows food, fluids, and air to leak into the chest, which can lead to infection. Symptoms might include severe chest pain, difficulty swallowing, or vomiting. It's important to seek medical attention if you experience these symptoms. Treatment often involves hospitalization, and in some cases, surgery may be needed to repair the tear and prevent complications.",86,K22.3,K22.3,TRUE,TRUE,54.02,1,1,1,30.98,1.606253909,K22,K22,1,K22,1,1,1.676738494
Esophageal Perforation,K22.3,"An esophageal perforation is a tear or hole in the esophagus, which is the tube that carries food from your mouth to your stomach. This can be a serious condition because it allows food, saliva, and other substances to leak into the chest area, potentially causing infection. Symptoms might include severe chest pain, difficulty swallowing, or vomiting. It's important to seek medical attention if you experience these symptoms. Treatment often involves hospitalization, and in some cases, surgery may be needed to repair the tear and prevent complications.",87,K22.3,K22.3,TRUE,TRUE,45.35,1,1,1,39.65,1.604920049,K22,K22,1,K22,1,1,1.676777788
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that occurs in the esophagus, the tube that carries food from the mouth to the stomach. This condition can cause symptoms like difficulty swallowing, chest pain, or weight loss. It's important to understand that esophageal cancer can be serious and may require treatments such as surgery, chemotherapy, or radiation therapy. The specific treatment plan will depend on the stage of the cancer and the patient's overall health. Early detection and treatment are crucial for the best possible outcome.",85,C15.9,C15.9,TRUE,TRUE,54.22,1,1,1,30.78,1.606293266,C15,C15,1,C15,1,1,1.676737335
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that occurs in the esophagus, the tube that carries food from the mouth to the stomach. This condition can cause symptoms like difficulty swallowing, chest pain, or weight loss. It's important to understand that esophageal cancer can be serious and may require treatments such as surgery, chemotherapy, or radiation therapy. Early detection and treatment are crucial for better outcomes. If you experience any symptoms or have concerns, it's important to discuss them with your healthcare provider to determine the best course of action.",90,C15.9,C15.9,TRUE,TRUE,53.21,1,1,1,31.79,1.606099421,C15,C15,1,C15,1,1,1.676743043
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that occurs in the esophagus, the tube that carries food from the mouth to the stomach. This condition can cause symptoms like difficulty swallowing, chest pain, or weight loss. It's important to understand that treatment options are available, which may include surgery, chemotherapy, or radiation therapy, depending on the stage and location of the cancer. Early detection and treatment can improve outcomes, so it's crucial to discuss any symptoms or concerns with a healthcare provider to determine the best course of action.",89,C15.9,C15.9,TRUE,TRUE,48.84,1,1,1,36.16,1.605382131,C15,C15,1,C15,1,1,1.676764171
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that occurs in the esophagus, the tube that carries food from the mouth to the stomach. This condition can cause symptoms like difficulty swallowing, chest pain, or weight loss. It's important to understand that esophageal cancer can be serious and may require treatments such as surgery, chemotherapy, or radiation therapy. Early detection and treatment are crucial for better outcomes. If you experience any symptoms or have concerns, it's important to discuss them with your healthcare provider to determine the best course of action.",90,C15.9,C15.9,TRUE,TRUE,53.21,1,1,1,31.79,1.606099421,C15,C15,1,C15,1,1,1.676743043
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that occurs in the esophagus, which is the tube that carries food from the mouth to the stomach. This condition can cause symptoms like difficulty swallowing, chest pain, or weight loss. It's important to understand that esophageal cancer can be serious, but there are treatments available that can help manage the condition. These treatments might include surgery, chemotherapy, or radiation therapy, depending on the specific case. Early detection and treatment are crucial for the best outcomes, so it's important to discuss any symptoms or concerns with a healthcare provider.",96,C15.9,C15.9,TRUE,TRUE,51.99,1,1,1,33.01,1.605880623,C15,C15,1,C15,1,1,1.676749487
Pericardial Effusion,I31.3,"A pericardial effusion is when there is extra fluid around the heart. This fluid is usually found by accident during tests for other reasons. Most of the time, a small amount of fluid does not cause any problems and does not need treatment. However, if the fluid builds up too much, it can make it hard for the heart to work properly. This might cause symptoms like chest pain or trouble breathing. If you notice any of these symptoms, it's important to let your doctor know so they can check it out.",92,I31.3,I31.3,TRUE,TRUE,81.33,1,1,1,3.67,1.642826552,I31,I31,1,I31,1,1,1.675676552
