finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Lobular Neoplasia,D05.0,"Lobular neoplasia is a term used to describe a group of abnormal cells found in the breast tissue. These cells are not cancer, but they can be a sign that there is a higher risk of developing breast cancer in the future. It's important to know that lobular neoplasia itself does not usually cause any symptoms and is often found by accident during a breast biopsy for another reason. Regular check-ups and monitoring are recommended to keep an eye on any changes in the breast tissue.",86,D48.6,D24.9,FALSE,FALSE,58.11,0,0,0,26.89,0.007171029043,D05,D24,0,D48,0,0,0.007171029043
Breast Lipoma,D17.39,"A breast lipoma is a non-cancerous lump made up of fatty tissue that is often found by chance during a breast exam or imaging test. These lumps are usually soft, moveable, and painless. Most of the time, breast lipomas do not cause any problems and do not need treatment. They are not linked to breast cancer and do not increase the risk of developing cancer. If the lipoma becomes painful or grows larger, it might be checked further to ensure it is not causing any issues.",86,D17.0,D17.0,FALSE,FALSE,79.4,0,0,0,5.6,0.0303030303,D17,D17,1,D17,1,1,1.63030303
Breast Abscess,N61.1,"A breast abscess is a pocket of pus that forms in the breast tissue, often due to an infection. It can cause pain, swelling, and redness in the affected area. Patients should know that while this condition can be uncomfortable, it is treatable. Treatment usually involves antibiotics to fight the infection and sometimes a procedure to drain the pus. It's important to follow the doctor's advice to ensure proper healing and to prevent the infection from coming back. If you notice any changes in your breast, like a lump or persistent pain, it's important to let your doctor know.",99,N61,N61.1,TRUE,FALSE,63.19,1,0,0.5,21.81,0.8087680842,N61,N61,1,N61,1,1,1.608768084
Breast Hematoma,N64.89,"A breast hematoma is a collection of blood within the breast tissue, often resulting from an injury or surgery. It is usually harmless and can be found incidentally during imaging tests. Patients should know that a breast hematoma typically resolves on its own over time as the body reabsorbs the blood. It might cause some swelling, tenderness, or a lump in the breast, but these symptoms usually improve as the hematoma heals. If the hematoma is large or causes significant discomfort, further evaluation may be needed to ensure proper healing.",90,N64.89,N64.89,TRUE,TRUE,61.67,1,1,1,23.33,1.608220304,N64,N64,1,N64,1,1,1.608220304
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that occurs in a milk duct in the breast. It is often found during a mammogram or ultrasound. Patients should know that these growths are usually benign and do not pose a significant health risk. However, they can sometimes cause symptoms like nipple discharge or a lump in the breast. If symptoms are present, further evaluation by a healthcare provider may be necessary to determine the best course of action, which could include monitoring or surgical removal if needed.",87,D24.1,D24.1,FALSE,FALSE,62.27,0,0,0,22.73,0.008428150021,D24,D24,1,D24,1,1,1.60842815
Hiatal Hernia,K44.9,"A hiatal hernia is when a part of your stomach pushes up through the diaphragm into your chest. This is often found by accident during tests for other issues. Many people with a hiatal hernia don't have any symptoms and don't need treatment. However, some might experience heartburn or acid reflux. It's important to know that these symptoms can usually be managed with lifestyle changes, like eating smaller meals and avoiding certain foods, or with medications. If symptoms become bothersome, further evaluation may be needed to discuss other options.",89,K44.9,K44.9,TRUE,TRUE,56.45,1,1,1,28.55,1.60676819,K44,K44,1,K44,1,1,1.60676819
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is a small pouch that can form in the esophagus, which is the tube that carries food from your mouth to your stomach. This is often found by accident during tests for other issues. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you start having trouble swallowing, feel like food is getting stuck, or experience chest pain, it might be related to the diverticulum. In such cases, a doctor can help decide if any treatment is needed.",90,K22.5,K22.5,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,K22,K22,1,K22,1,1,1.612602394
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down because the muscles don't work properly. This can make swallowing difficult and sometimes cause food to come back up. It might also cause chest pain or make you feel like you have a lump in your throat. While it can be uncomfortable, there are treatments available that can help manage the symptoms and make eating easier.",80,K22.0,K22.0,TRUE,TRUE,68.1,1,1,1,16.9,1.611173184,K22,K22,1,K22,1,1,1.611173184
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of the esophagus, the tube that carries food from your mouth to your stomach, changes. This change is often due to acid reflux, where stomach acid frequently comes up into the esophagus. While Barrett's Esophagus itself doesn't usually cause symptoms, it can increase the risk of developing esophageal cancer over time. It's important to monitor this condition with regular check-ups. Lifestyle changes, like eating a healthy diet and avoiding foods that trigger reflux, can help manage symptoms and reduce risks.",88,K22.7,K22.70,TRUE,FALSE,53.61,1,0,0.5,31.39,0.8061747453,K22,K22,1,K22,1,1,1.606174745
Esophageal Perforation,K22.3,"An esophageal perforation is a tear or hole in the esophagus, which is the tube that carries food from your mouth to your stomach. This can be a serious condition because it allows food, fluids, and air to leak into the chest, which can lead to infection. Symptoms might include severe chest pain, difficulty swallowing, or vomiting. It's important to seek medical attention if you experience these symptoms. Treatment often involves surgery to repair the hole and antibiotics to prevent infection.",81,K22.3,K22.3,TRUE,TRUE,55.03,1,1,1,29.97,1.606457862,K22,K22,1,K22,1,1,1.606457862
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that occurs in the esophagus, the tube that carries food from the mouth to the stomach. This condition can cause symptoms like difficulty swallowing, chest pain, or weight loss. It's important to understand that esophageal cancer can be serious and may require treatments such as surgery, chemotherapy, or radiation therapy. Early detection and treatment are crucial for the best outcomes. If you experience any symptoms or have concerns, it's important to discuss them with your healthcare provider.",84,C15.9,C15.9,TRUE,TRUE,54.42,1,1,1,30.58,1.606333122,C15,C15,1,C15,1,1,1.606333122
Pericardial Effusion,I31.3,"A pericardial effusion is when there is extra fluid around the heart. This fluid is usually found by accident when doctors are looking at the heart for other reasons. Most of the time, a small amount of fluid does not cause any problems and does not need treatment. However, if the fluid builds up too much, it can make it hard for the heart to work properly. If you notice symptoms like chest pain or trouble breathing, it's important to let your doctor know so they can check it out.",90,I31.3,I31.3,TRUE,TRUE,78.59,1,1,1,6.41,1.626990553,I31,I31,1,I31,1,1,1.626990553
Left Ventricular Hypertrophy,I51.7,"Left ventricular hypertrophy (LVH) means that the muscle wall of the heart's left ventricle has thickened. This can happen because the heart is working harder than normal, often due to high blood pressure or other heart conditions. While LVH itself might not cause symptoms, it can be a sign that the heart is under stress. It's important to manage any underlying conditions, like high blood pressure, to help prevent further heart problems. Regular check-ups with your healthcare provider can help monitor your heart health and ensure any necessary treatments are provided.",91,I51.7,I51.7,TRUE,TRUE,61.46,1,1,1,23.54,1.608149959,I51,I51,1,I51,1,1,1.608149959
Aortic Aneurysm,I71.9,"An aortic aneurysm is a bulge in the wall of the aorta, which is the large blood vessel that carries blood from the heart to the rest of the body. This condition is often found by accident during tests for other issues. Most of the time, small aneurysms don't cause any symptoms and are not dangerous. However, if they grow too large, they can become serious. It's important to keep an eye on them to make sure they don't get bigger. If you have any concerns or notice symptoms like chest pain or shortness of breath, you should talk to your doctor.",102,I71.9,I71.9,TRUE,TRUE,79.6,1,1,1,5.4,1.63125,I71,I71,1,I71,1,1,1.63125
Myocardial Fibrosis,I51.4,"Myocardial fibrosis is a condition where there is an increase in fibrous tissue in the heart muscle. This can sometimes be found incidentally during imaging tests. Patients should know that myocardial fibrosis can affect how the heart works, but it often doesn't cause symptoms right away. It's important to understand that this condition can be related to other heart issues, so keeping an eye on heart health is important. If there are any concerns or symptoms like chest pain or shortness of breath, further evaluation may be needed to understand the condition better.",93,I51.4,I51.4,TRUE,TRUE,52.6,1,1,1,32.4,1.605988024,I51,I51,1,I51,1,1,1.605988024
Pericardial Cyst,I31.8,"A pericardial cyst is a small, fluid-filled sac located near the heart, often found by accident during imaging tests like a chest X-ray or CT scan. These cysts are usually harmless and do not cause any symptoms. Most people with a pericardial cyst do not need any treatment. However, if the cyst becomes large or causes symptoms like chest pain or breathing difficulties, further evaluation may be needed. In rare cases, a doctor might suggest removing the cyst if it causes problems.",82,Q85.9,Q23.8,FALSE,FALSE,63.29,0,0,0,21.71,0.008806693087,I31,Q23,0,Q85,0,0,0.008806693087
Mitral Valve Calcification,I34.0,"Mitral valve calcification is when calcium builds up on the mitral valve in your heart. This is often found by accident during tests for other reasons. It usually doesn't cause any problems and doesn't need treatment. However, if it becomes severe, it can affect how your heart works and might cause symptoms like shortness of breath or chest pain. It's important to keep an eye on your heart health and talk to your doctor if you notice any new symptoms.",80,I34.0,I34.0,TRUE,TRUE,72.16,1,1,1,12.84,1.614450867,I34,I34,1,I34,1,1,1.614450867
Right Ventricular Hypertrophy,I42.2,"Right ventricular hypertrophy means that the muscle wall of the right side of your heart has become thicker than normal. This can happen because the heart is working harder than usual, often due to conditions like lung problems or heart valve issues. It's important to know that this finding might not cause any symptoms right away, but it can affect how your heart works over time. If you notice symptoms like shortness of breath, chest pain, or feeling very tired, it's important to talk to your doctor.",87,I51.7,I51.7,FALSE,FALSE,66.27,0,0,0,18.73,0.01013684744,I42,I51,0,I51,0,0,0.01013684744
Aortic Dissection,I71.00,"An aortic dissection is a serious condition where there is a tear in the wall of the aorta, the large blood vessel branching off the heart. This can cause blood to flow between the layers of the wall of the aorta, which can be life-threatening. Patients should understand that this condition often requires immediate medical attention. Symptoms may include sudden severe chest or upper back pain, shortness of breath, or fainting. It's important to seek emergency care if these symptoms occur, as prompt treatment is crucial to prevent complications.",89,I71.00,I71.00,TRUE,TRUE,61.87,1,1,1,23.13,1.608288438,I71,I71,1,I71,1,1,1.608288438
Coronary Artery Calcification,I25.10,"Coronary artery calcification is when calcium builds up in the walls of the heart's arteries. This is often found during a CT scan or X-ray. It can be a sign of atherosclerosis, which is a condition where the arteries become narrow and hard. This can increase the risk of heart problems. However, many people with coronary artery calcification do not have symptoms. It's important to maintain a healthy lifestyle, including eating well, exercising, and not smoking, to help keep your heart healthy.",82,I25.10,I25.10,TRUE,TRUE,66.03,1,1,1,18.97,1.610015023,I25,I25,1,I25,1,1,1.610015023
Pericarditis,I30.9,"Pericarditis is a condition where the thin sac-like covering around the heart, called the pericardium, becomes inflamed. This can cause chest pain, which might feel sharp or stabbing, and sometimes other symptoms like fever or a feeling of weakness. It's important to know that pericarditis can be caused by infections, injuries, or other health conditions. Most of the time, it can be treated with medications that reduce inflammation and pain. In some cases, it might go away on its own, but it's important to follow your doctor's advice to ensure proper healing.",92,I30.9,I30.9,TRUE,TRUE,61.26,1,1,1,23.74,1.608084074,I30,I30,1,I30,1,1,1.608084074
Dilated Cardiomyopathy,I42.0,"Dilated cardiomyopathy is a condition where the heart becomes enlarged and cannot pump blood as well as it should. This can happen for many reasons, like genetics, infections, or other heart problems. People with this condition might feel tired, have trouble breathing, or notice swelling in their legs. It's important to follow a heart-healthy lifestyle, which includes eating well, exercising, and taking any prescribed medications. Regular check-ups with a healthcare provider are important to monitor the heart's function and manage any symptoms that may arise.",85,I42.0,I42.0,TRUE,TRUE,54.22,1,1,1,30.78,1.606293266,I42,I42,1,I42,1,1,1.606293266
Hypertrophic Cardiomyopathy,I42.1,"Hypertrophic cardiomyopathy is a condition where the heart muscle becomes thicker than normal. This can make it harder for the heart to pump blood. Many people with this condition may not have any symptoms and can live normal lives. However, some might experience symptoms like chest pain, shortness of breath, or feeling dizzy. It's important to be aware of these symptoms and talk to a doctor if they occur. In some cases, treatment may be needed to help manage symptoms and prevent complications.",83,I42.1,I42.1,TRUE,TRUE,65.93,1,1,1,19.07,1.609965122,I42,I42,1,I42,1,1,1.609965122
Restrictive Cardiomyopathy,I42.5,"Restrictive cardiomyopathy is a condition where the heart muscle becomes stiff and less flexible, making it harder for the heart to fill with blood. This can lead to symptoms like shortness of breath, fatigue, and swelling in the legs. It's important to understand that this condition can affect how well the heart works, and it may require treatment to manage symptoms and improve quality of life. Treatment options can include medications to help the heart pump better and lifestyle changes to reduce strain on the heart.",86,I42.5,I42.5,TRUE,TRUE,58.11,1,1,1,26.89,1.607171029,I42,I42,1,I42,1,1,1.607171029
Aortic Valve Stenosis,I35.0,"Aortic valve stenosis is a condition where the valve between the heart and the aorta becomes narrowed. This can make it harder for blood to flow from the heart to the rest of the body. Many people with mild aortic stenosis do not have symptoms and may not need treatment right away. However, if the condition becomes more severe, it can lead to symptoms like chest pain, shortness of breath, or feeling very tired. It's important to monitor the condition with regular check-ups to ensure it doesn't get worse.",89,I35.0,I35.0,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,I35,I35,1,I35,1,1,1.612763242
Mitral Valve Prolapse,I34.1,"Mitral Valve Prolapse (MVP) is a condition where the valve between the heart's left upper chamber and left lower chamber doesn't close properly. This can sometimes cause a clicking sound or a murmur when a doctor listens to your heart. Most people with MVP don't have any symptoms and live normal, healthy lives. However, some might experience palpitations, chest pain, or dizziness. It's important to know that MVP is usually not serious and doesn't require treatment unless it causes significant symptoms or complications. Regular check-ups can help monitor the condition.",90,I34.1,I34.1,TRUE,TRUE,56.25,1,1,1,28.75,1.606722689,I34,I34,1,I34,1,1,1.606722689
Cardiac Tumor,D15.1,"A cardiac tumor is an unusual growth found in the heart. Most of the time, these tumors are benign, which means they are not cancerous and do not spread to other parts of the body. They are often discovered by accident during tests for other conditions. Patients should know that these tumors usually do not cause symptoms and often do not need treatment. However, if the tumor is large or causes symptoms like chest pain, shortness of breath, or irregular heartbeats, further evaluation by a heart specialist may be necessary to decide on the best course of action.",98,D15.1,D15.1,TRUE,TRUE,60.04,1,1,1,24.96,1.60770416,D15,D15,1,D15,1,1,1.60770416
Pulmonary Nodule,R91.1,"A pulmonary nodule is a small, round growth in the lung that is often found by accident during a chest X-ray or CT scan. Most of the time, these nodules are not cancerous and do not cause any symptoms. They can be caused by old infections, scar tissue, or other non-cancerous conditions. It's important to keep an eye on them to make sure they don't change over time. If the nodule grows or changes, further tests might be needed to rule out any serious conditions.",85,R91.1,R91.1,TRUE,TRUE,79.6,1,1,1,5.4,1.63125,R91,R91,1,R91,1,1,1.63125
Lung Mass,R91.8,"A lung mass is a spot or growth in the lung that is often found during a chest X-ray or CT scan. It can be caused by many things, such as an infection, inflammation, or a benign tumor. Sometimes, it can be a sign of something more serious, like cancer. It's important to understand that not all lung masses are cancerous. Further tests, like a biopsy, may be needed to determine the exact cause. Your doctor will guide you on the next steps based on the findings.",87,R91.1,R91.1,FALSE,FALSE,82.14,0,0,0,2.86,0.0518134715,R91,R91,1,R91,1,1,1.651813472
Lung Cyst,J98.4,"A lung cyst is a small, air-filled sac that can be found in the lungs, often discovered by chance during imaging tests like a chest X-ray or CT scan. These cysts are usually benign, meaning they are not cancerous, and they often do not cause any symptoms. Most people with lung cysts do not need any treatment. However, if a cyst becomes large or causes symptoms like coughing or difficulty breathing, it might need to be monitored more closely. In rare cases, if a cyst causes problems, a doctor might suggest further evaluation or treatment.",95,J98.4,J98.4,TRUE,TRUE,69.11,1,1,1,15.89,1.611841326,J98,J98,1,J98,1,1,1.611841326
Bronchiectasis,J47.9,"Bronchiectasis is a condition where the airways in your lungs become widened and scarred. This can happen due to infections or other lung problems. When the airways are damaged, it can be harder to clear mucus, which might lead to more infections. People with bronchiectasis might have a cough that brings up mucus, feel tired, or have trouble breathing. It's important to keep your lungs as healthy as possible, which might include exercises to help clear mucus, staying active, and avoiding smoking. Sometimes, doctors might suggest medications or other treatments to help manage symptoms.",94,J47,J47,FALSE,FALSE,64,0,0,0,21,0.009090909091,J47,J47,1,J47,1,1,1.609090909
Emphysema,J43.9,"Emphysema is a condition where the air sacs in the lungs become damaged, making it hard to breathe. It is often found in people who smoke or have been exposed to harmful air pollutants. If you have emphysema, you might notice symptoms like shortness of breath, especially during physical activities. It's important to avoid smoking and try to stay away from polluted air. Breathing exercises and medications can help manage symptoms. Regular check-ups with a healthcare provider can help monitor the condition and keep your lungs as healthy as possible.",90,J43.9,J43.9,TRUE,TRUE,56.25,1,1,1,28.75,1.606722689,J43,J43,1,J43,1,1,1.606722689
Pulmonary Fibrosis,J84.10,"Pulmonary fibrosis is a condition where the tissue in your lungs becomes thick and stiff, making it harder for you to breathe. This can happen over time and might be found when you have a chest X-ray or CT scan for another reason. It's important to know that this condition can cause symptoms like a dry cough or feeling short of breath. While it can be serious, there are treatments that can help manage the symptoms and improve your quality of life. It's important to talk to your doctor about the best plan for you.",95,J84.10,J84.10,TRUE,TRUE,77.57,1,1,1,7.43,1.623724792,J84,J84,1,J84,1,1,1.623724792
Pleural Effusion,J90,"A pleural effusion is when extra fluid builds up around the lungs. This can happen for many reasons, like an infection, heart problems, or even after surgery. Sometimes, people don't even know they have it because it doesn't always cause symptoms. But if it does, you might feel short of breath or have chest pain. Doctors usually find it when they do a chest X-ray or scan for something else. If it causes problems, doctors might need to remove the fluid to help you breathe better.",86,J90,J90,TRUE,TRUE,82.34,1,1,1,2.66,1.654644809,J90,J90,1,J90,1,1,1.654644809
Pneumothorax,J93.9,"A pneumothorax is when air gets into the space between the lung and the chest wall, causing the lung to collapse partially or completely. This can happen suddenly and might cause sharp chest pain and shortness of breath. It's important to know that a small pneumothorax might heal on its own, but a larger one could need medical treatment to help the lung re-expand. If you experience sudden chest pain or difficulty breathing, it's important to seek medical attention promptly to ensure proper care and management.",86,J93.9,J93.9,TRUE,TRUE,58.11,1,1,1,26.89,1.607171029,J93,J93,1,J93,1,1,1.607171029
Interstitial Lung Disease,J84.9,"Interstitial lung disease is a term used to describe a group of lung disorders that cause scarring of lung tissue. This scarring can make it harder for your lungs to work properly, which might lead to symptoms like a dry cough or feeling short of breath. It's important to know that the severity and progression of these diseases can vary. Some people might not notice any symptoms for a long time, while others may experience them more quickly. If you have concerns or symptoms, it's a good idea to talk to a healthcare provider who can help manage your condition.",100,J84.9,J84.10,FALSE,TRUE,68.1,0,1,0.5,16.9,0.8111731844,J84,J84,1,J84,1,1,1.611173184
Atelectasis,J98.11,"Atelectasis is a condition where a small part of your lung collapses or doesn't inflate properly. This can happen for various reasons, like after surgery or if you have a blockage in your airways. Most of the time, atelectasis is found by accident when you have a chest X-ray or CT scan for another reason. It usually doesn't cause any symptoms and often gets better on its own. If you do have symptoms like trouble breathing or a cough, your doctor might suggest some exercises or treatments to help your lung expand again.",93,J98.11,J98.11,TRUE,TRUE,61.06,1,1,1,23.94,1.608019246,J98,J98,1,J98,1,1,1.608019246
Pulmonary Arteriovenous Malformation,Q25.72,"A pulmonary arteriovenous malformation (PAVM) is a rare condition where there is an abnormal connection between arteries and veins in the lungs. This can sometimes be found by accident during imaging tests. Most of the time, people with a PAVM don't have any symptoms. However, it can sometimes cause problems like shortness of breath or low oxygen levels in the blood. If you have a PAVM, it's important to be aware of these potential issues. In some cases, treatment might be needed to prevent complications.",85,Q25.72,Q25.72,TRUE,TRUE,65.52,1,1,1,19.48,1.609765625,Q25,Q25,1,Q25,1,1,1.609765625
Pneumonia,J18.9,"Pneumonia is an infection that inflames the air sacs in one or both lungs. The air sacs may fill with fluid or pus, causing symptoms like a cough with phlegm or pus, fever, chills, and difficulty breathing. It's important to rest, drink plenty of fluids, and follow your doctor's advice, which may include taking antibiotics if a bacterial infection is suspected. Pneumonia can be serious, especially for infants, young children, and people over 65, so it's important to monitor symptoms and seek medical care if they worsen.",87,J18.9,J18.9,TRUE,TRUE,49.35,1,1,1,35.65,1.605457026,J18,J18,1,J18,1,1,1.605457026
Chronic Obstructive Pulmonary Disease (COPD),J44.9,"Chronic Obstructive Pulmonary Disease, or COPD, is a long-term lung condition that makes it hard to breathe. It usually happens because of damage to the lungs from smoking or exposure to harmful substances. People with COPD may have symptoms like coughing, wheezing, and shortness of breath. It's important to avoid smoking and stay away from things that can irritate the lungs. Regular check-ups with a healthcare provider can help manage symptoms and improve quality of life. Treatments may include medications, inhalers, and breathing exercises to help you breathe easier.",89,J44.9,J44.9,TRUE,TRUE,64.91,1,1,1,20.09,1.609483167,J44,J44,1,J44,1,1,1.609483167
Lung Hyperinflation,J43.9,"Lung hyperinflation is when the lungs appear larger than normal on an X-ray or scan. This can happen when air gets trapped in the lungs, making them expand more than usual. It is often found by accident when doctors are looking for something else. Most of the time, lung hyperinflation does not cause any problems and does not need treatment. However, if you have symptoms like trouble breathing or a persistent cough, it might be related to conditions like asthma or chronic obstructive pulmonary disease (COPD), and you should talk to your doctor about it.",95,J98.4,R91.8,FALSE,FALSE,69.11,0,0,0,15.89,0.01184132623,J43,R91,0,J98,0,0,0.01184132623
Ground-Glass Opacities,R91.8,"Ground-glass opacities are areas in the lungs that appear hazy on a CT scan. They can be caused by a variety of conditions, such as infections, inflammation, or other lung issues. Often, these opacities are found by chance when imaging is done for another reason. It's important to know that not all ground-glass opacities are serious, but they do need to be monitored to see if they change over time. If you have any symptoms like a persistent cough or trouble breathing, it's important to let your doctor know.",89,R91.8,R91.8,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,R91,R91,1,R91,1,1,1.612763242
Pulmonary Edema,J81.0,"Pulmonary edema is a condition where fluid builds up in the lungs, making it hard to breathe. This can happen for many reasons, like heart problems or infections. If you have pulmonary edema, you might feel short of breath, have a cough, or feel very tired. It's important to know that this condition can be serious and might need medical attention. Doctors can help by finding out what's causing the fluid buildup and treating it. This might include medications or other treatments to help you breathe easier.",87,J81.0,J81.0,TRUE,TRUE,73.68,1,1,1,11.32,1.616233766,J81,J81,1,J81,1,1,1.616233766
Asbestosis,J61,"Asbestosis is a lung condition caused by breathing in asbestos fibers over a long time. These fibers can cause scarring in the lungs, making it hard to breathe. People with asbestosis might have a cough, feel short of breath, or have chest pain. It's important to avoid further exposure to asbestos and to monitor lung health regularly. While there is no cure, treatments can help manage symptoms and improve quality of life. It's crucial to talk to a healthcare provider about any breathing problems or concerns related to asbestos exposure.",90,J61,J61,TRUE,TRUE,73.17,1,1,1,11.83,1.615588465,J61,J61,1,J61,1,1,1.615588465
Silicosis,J62.8,"Silicosis is a lung disease caused by breathing in tiny bits of silica, a mineral found in sand, rock, and mineral ores. Over time, this can cause scarring in the lungs, making it hard to breathe. People with silicosis might have a cough, feel short of breath, or have chest pain. It's important to avoid further exposure to silica dust to prevent the condition from getting worse. While there is no cure, treatments can help manage symptoms and improve quality of life.",82,J62.8,J62.8,TRUE,TRUE,71.75,1,1,1,13.25,1.614035088,J62,J62,1,J62,1,1,1.614035088
Lymphangioleiomyomatosis,J84.81,"Lymphangioleiomyomatosis, often found incidentally on a CT scan of the chest, is a rare lung condition that mostly affects women. It involves the growth of abnormal muscle-like cells in the lungs, which can lead to breathing problems over time. Patients should know that while this condition can be serious, it often progresses slowly. It's important to monitor lung function and watch for symptoms like shortness of breath or chest pain. If symptoms develop, a lung specialist can discuss treatment options, which may include medications or other therapies to help manage the condition.",92,D48.1,J84.81,TRUE,FALSE,52.8,1,0,0.5,32.2,0.8060240964,J84,J84,1,D48,0,0.5,0.8060240964
Pulmonary Alveolar Proteinosis,J84.01,"Pulmonary Alveolar Proteinosis is a rare lung condition where a substance called surfactant builds up in the air sacs of the lungs. This can make it harder to breathe and may cause symptoms like shortness of breath or a cough. However, sometimes it is found by accident during a scan for something else, and it might not be causing any problems. If it does cause symptoms, doctors can help manage it with treatments like washing out the lungs or other therapies to help you breathe better.",86,J84.0,J84.03,FALSE,FALSE,75.03,0,0,0,9.97,0.01823154057,J84,J84,1,J84,1,1,1.618231541
Lung Metastases,C78.00,"Lung metastases are cancer cells that have spread to the lungs from another part of the body. This means that the original cancer, which started somewhere else, has moved to the lungs. It's important to know that this is a serious condition and usually indicates that the cancer is in an advanced stage. Treatment options may vary depending on the type of primary cancer, the number of metastases, and the patient's overall health. These options can include chemotherapy, radiation therapy, or other targeted treatments to help manage the condition.",89,C78.00,C78.00,TRUE,TRUE,61.87,1,1,1,23.13,1.608288438,C78,C78,1,C78,1,1,1.608288438
Pulmonary Hamartoma,D14.3,"A pulmonary hamartoma is a non-cancerous growth in the lung that is often found by accident during a chest X-ray or CT scan. These growths are made up of normal lung tissue and fat, and they usually do not cause any symptoms. Most people with a pulmonary hamartoma do not need any treatment because these growths are harmless and do not turn into cancer. However, if the hamartoma grows or causes symptoms like coughing or breathing problems, a doctor might suggest further evaluation to decide if any action is needed.",90,D14.3,D14.3,TRUE,TRUE,65.56,1,1,1,19.44,1.609784736,D14,D14,1,D14,1,1,1.609784736
Chronic Bronchitis,J41.8,"Chronic bronchitis is a condition where the airways in your lungs become inflamed and produce a lot of mucus, making it hard to breathe. This condition is often caused by smoking or long-term exposure to irritants like air pollution or dust. People with chronic bronchitis may experience a persistent cough, wheezing, and shortness of breath. It's important to avoid smoking and other lung irritants to help manage symptoms. Staying active and using prescribed inhalers can also help improve breathing and overall lung health.",83,J42,J42,FALSE,FALSE,54.63,0,0,0,30.37,0.006375518011,J41,J42,0,J42,0,0,0.006375518011
Hypersensitivity Pneumonitis,J67.9,"Hypersensitivity pneumonitis is a condition where the lungs become inflamed due to breathing in certain dusts, molds, or chemicals. This can happen if you are exposed to these substances at work or home. It might cause symptoms like coughing, shortness of breath, or feeling tired. It's important to identify and avoid the trigger to prevent further lung damage. If you notice any symptoms, it's a good idea to talk to a healthcare provider who can help manage the condition and suggest ways to avoid the triggers.",86,J67.9,J67.9,TRUE,TRUE,62.48,1,1,1,22.52,1.608503401,J67,J67,1,J67,1,1,1.608503401
Bronchiolitis Obliterans,J44.81,"Bronchiolitis Obliterans is a condition where the small airways in the lungs become inflamed and scarred, which can make it hard to breathe. This condition is often found when doctors are looking for something else. It can be caused by infections, inhaling harmful chemicals, or after a lung transplant. People with this condition might have a cough, feel short of breath, or have wheezing. It's important to avoid things that can irritate the lungs, like smoke or strong fumes. Treatment can help manage symptoms and improve breathing.",87,J44.8,J84.89,FALSE,FALSE,73.68,0,0,0,11.32,0.01623376623,J44,J84,0,J44,1,0.5,0.8162337662
Pulmonary Sequestration,Q33.2,"Pulmonary sequestration is a rare condition where a piece of lung tissue is not connected to the normal lung airways and has its own blood supply. This is usually found by accident during imaging tests for other reasons. Most of the time, it doesn't cause any symptoms and doesn't need treatment. However, if it does cause problems like infections or breathing issues, doctors might suggest treatment options. It's important to understand that this condition is not cancerous and often doesn't affect your overall health.",84,Q33.2,Q33.2,TRUE,TRUE,54.42,1,1,1,30.58,1.606333122,Q33,Q33,1,Q33,1,1,1.606333122
Pleural Effusion,J90,"A pleural effusion is when extra fluid builds up around the lungs. This can happen for many reasons, like an infection, heart problems, or even after surgery. Sometimes, people don't feel any different, but other times, it can make it hard to breathe or cause chest pain. If you have a pleural effusion, your doctor might want to find out why it's there and see if you need any treatment. This could include draining the fluid or treating the underlying cause to help you feel better.",86,J90,J90,TRUE,TRUE,79.4,1,1,1,5.6,1.63030303,J90,J90,1,J90,1,1,1.63030303
Pulmonary Hypertension,I27.0,"Pulmonary hypertension is a condition where the blood pressure in the lungs' arteries is higher than normal. This can make it harder for your heart to pump blood through your lungs, which might cause symptoms like shortness of breath, fatigue, or chest pain. It's important to understand that this condition can vary in severity. Some people might not notice any symptoms at first, while others might experience more noticeable effects. If you have been diagnosed with pulmonary hypertension, your doctor will work with you to manage the condition and help you feel better.",93,I27.2,I27.0,TRUE,FALSE,61.06,1,0,0.5,23.94,0.8080192462,I27,I27,1,I27,1,1,1.608019246
Mediastinal Mass,J98.5,"A mediastinal mass is a growth or lump found in the area of the chest that separates the lungs, often discovered during imaging tests for other reasons. Patients should know that these masses can vary widely in nature, from benign (non-cancerous) to malignant (cancerous). Most of the time, they do not cause symptoms, but if they do, it might include chest pain, cough, or breathing difficulties. It's important to understand that further evaluation is often needed to determine the exact nature of the mass and the best course of action.",90,R22.2,R91.8,FALSE,FALSE,57.1,0,0,0,27.9,0.006920415225,J98,R91,0,R22,0,0,0.006920415225
