finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Aortic Aneurysm,I71.4,"An aortic aneurysm is when a part of the big blood vessel, called the aorta, gets bigger and bulges out like a balloon. This can happen because the walls of the aorta become weak. It's important to know about it because if the bulge gets too big, it might burst, which can be very serious. Doctors usually find this by accident when they are checking for something else. If you have an aortic aneurysm, your doctor will keep an eye on it to make sure it stays safe.",88,Z13.6,I71.9,FALSE,FALSE,78.99,0,0,0,6.01,0.02853067047,I71,I71,1,Z13,0,0.5,0.8285306705
Portal Vein Thrombosis,I81,"Portal vein thrombosis is when a blood clot forms in the portal vein, which is a major blood vessel in your belly that carries blood from your intestines to your liver. This can cause problems because it blocks the blood flow to the liver. You might not feel anything at first, but sometimes it can cause belly pain, swelling, or make you feel tired. It's important to know about it because it can affect how your liver works. Doctors can help manage it with medicine or other treatments to keep your liver healthy.",93,R23.8,I81,TRUE,FALSE,77.98,1,0,0.5,7.02,0.8249376559,I81,I81,1,R23,0,0.5,0.8249376559
Hepatic Vein Thrombosis,I82.0,"Hepatic vein thrombosis is a condition where a blood clot forms in the veins of the liver. This can block the normal flow of blood out of the liver, causing swelling and pain in the abdomen. It might also make you feel tired or cause your skin to look yellow. It's important to know that this condition can be serious, but doctors can help manage it with treatments. They might use medicines to dissolve the clot or suggest other ways to improve blood flow.",84,I82.0,I82.0,TRUE,TRUE,79.8,1,1,1,5.2,1.632258065,I82,I82,1,I82,1,1,1.632258065
Ovarian Cyst,N83.20,"An ovarian cyst is like a small, fluid-filled bubble that can form on or inside an ovary, which is a part of the female reproductive system. Most of the time, these cysts are harmless and go away on their own without causing any problems. Sometimes, they might cause discomfort or pain in the lower belly area. It's important to know that having an ovarian cyst doesn't mean you have cancer. If you feel any pain or notice changes in your body, it's a good idea to talk to a healthcare professional.",91,R10.2,N83.2,FALSE,FALSE,69.92,0,0,0,15.08,0.01243781095,N83,N83,1,R10,0,0.5,0.8124378109
Splenic Vein Thrombosis,I82.8,"Splenic vein thrombosis means there is a blood clot in the vein that drains blood from your spleen. The spleen is an organ in your body that helps filter blood and fight infections. When a clot forms in the splenic vein, it can cause problems with blood flow. This might lead to pain in your belly, especially on the left side, or make you feel full quickly when eating. Sometimes, it can also cause swelling in your belly or make you feel tired. It's important to keep an eye on these symptoms and let your doctor know if you notice any changes.",102,I82.8,I82.8,TRUE,TRUE,88.06,1,1,1,3.06,1.649261084,I82,I82,1,I82,1,1,1.649261084
Fibroadenoma,D24.0,"A fibroadenoma is a non-cancerous lump in the breast. It's like a small, smooth marble that you can move around under the skin. These lumps are common, especially in younger women, and they don't usually cause any pain. Fibroadenomas are made up of both glandular and fibrous tissue. They are not dangerous and don't turn into cancer. Doctors often find them during a routine check-up or a mammogram. If you have a fibroadenoma, it's important to keep an eye on it, but most of the time, they don't need any treatment.",91,Z71.1,N60.2,FALSE,FALSE,75.2,0,0,0,9.8,0.01851851852,D24,N60,0,Z71,0,0,0.01851851852
Breast Cyst,N60.09,"A breast cyst is like a small, fluid-filled bubble inside your breast. It's not cancer, and it usually doesn't cause any harm. Sometimes, you might feel a lump in your breast, but it often doesn't hurt. These cysts can change in size, especially during your menstrual cycle. They are quite common, especially in women over 35. If you notice any changes in your breast, it's a good idea to let your doctor know. But remember, a breast cyst is usually nothing to worry about.",84,Z71.1,N60.0,FALSE,FALSE,76.22,0,0,0,8.78,0.02044989775,N60,N60,1,Z71,0,0.5,0.8204498978
Gynecomastia,N62,"Gynecomastia is when a boy or man has extra breast tissue, making his chest look a bit like a woman's. This can happen because of changes in hormones, like during puberty, or because of certain medicines. Sometimes, it just happens on its own. It's not usually a serious problem, but it can make someone feel embarrassed or worried about how they look. If you notice this happening, it's a good idea to talk to a doctor to understand why it's happening and what can be done about it.",88,R68.89,N62,TRUE,FALSE,70.53,1,0,0.5,14.47,0.8129282482,N62,N62,1,R68,0,0.5,0.8129282482
Ductal Carcinoma In Situ,D05.9,"Ductal Carcinoma In Situ, or DCIS, is a condition where some cells in the milk ducts of the breast have started to change and grow in an unusual way. These cells are not cancer yet, but they could turn into cancer if not monitored. Think of it like a warning sign that something might happen in the future. It's important to keep an eye on it, but right now, it's not spreading to other parts of the body. Doctors usually find DCIS during a mammogram, which is a special X-ray of the breast.",93,Z12.31,D05.1,FALSE,FALSE,77.98,0,0,0,7.02,0.02493765586,D05,D05,1,Z12,0,0.5,0.8249376559
Lobular Neoplasia,D05.0,"Lobular neoplasia is a condition where some cells in the breast look different under a microscope. These cells are not cancer, but they can be a sign that you might have a higher chance of getting breast cancer in the future. It's like a warning sign. Doctors usually find this when they are checking for other things. It's important to keep an eye on it, but it doesn't mean you have cancer right now. You might need to have regular check-ups to make sure everything stays okay.",87,Z85.3,D48.60,FALSE,FALSE,73.68,0,0,0,11.32,0.01623376623,D05,D48,0,Z85,0,0,0.01623376623
Breast Lipoma,D17.39,"A breast lipoma is a lump made of fat tissue that forms in the breast. It's like a soft, rubbery bump under the skin. Lipomas are not cancerous, so they don't spread to other parts of the body. They usually don't cause any pain or problems. Many people have lipomas and don't even know it because they are often small and harmless. If the lipoma grows or bothers you, a doctor can remove it. But most of the time, they are left alone because they are not dangerous.",88,Z86.39,D17.0,FALSE,FALSE,84.07,0,0,0,0.93,0.103626943,D17,D17,1,Z86,0,0.5,0.903626943
Breast Abscess,N61.1,"A breast abscess is like a pocket of pus that forms in the breast tissue. It can happen when bacteria get into the breast, often through a cracked nipple, and cause an infection. This can make the area red, swollen, and very painful. You might also feel a lump in your breast. It's important to see a doctor because they can help drain the abscess and give you medicine to fight the infection. Taking care of your breast and keeping it clean can help prevent this from happening again.",89,L02.1,N61,FALSE,FALSE,81.83,0,0,0,3.17,0.0479616307,N61,N61,1,L02,0,0.5,0.8479616307
Breast Hematoma,N64.89,"A breast hematoma is like a bruise inside your breast. It happens when blood collects in the breast tissue, usually after an injury or surgery. You might notice a lump, swelling, or some pain in the area. It can feel tender to touch, and the skin might look a bit discolored, like a bruise. Most of the time, a breast hematoma will go away on its own as your body absorbs the blood. It's important to keep an eye on it and let your doctor know if it doesn't get better or if you have any concerns.",97,R22.2,N64.89,TRUE,FALSE,88.87,1,0,0.5,3.87,0.8410677618,N64,N64,1,R22,0,0.5,0.8410677618
Intraductal Papilloma,D24.0,"An intraductal papilloma is a small, non-cancerous growth that forms in a milk duct in the breast. It's like a tiny bump inside the duct. These growths are usually not harmful and don't turn into cancer. They can sometimes cause a bit of pain or a clear or bloody discharge from the nipple. Doctors often find them during a mammogram or ultrasound. If you have one, your doctor might want to keep an eye on it to make sure it doesn't cause any problems.",84,Z13.9,D24.1,FALSE,FALSE,82.65,0,0,0,2.35,0.05970149254,D24,D24,1,Z13,0,0.5,0.8597014925
Hiatal Hernia,K44.9,A hiatal hernia happens when a part of your stomach pushes up through your diaphragm into your chest area. The diaphragm is a muscle that helps you breathe and separates your chest from your belly. This can sometimes cause heartburn or make it hard to swallow. You might feel a burning feeling in your chest or have a sour taste in your mouth. Some people don't feel anything at all. It's important to eat smaller meals and avoid lying down right after eating to help manage the symptoms.,88,R12,K44.9,TRUE,FALSE,81.93,1,0,0.5,3.07,0.8491400491,K44,K44,1,R12,0,0.5,0.8491400491
Esophageal Diverticulum,K22.5,"An esophageal diverticulum is like a small pouch that forms in the esophagus, which is the tube that carries food from your mouth to your stomach. Imagine it as a little pocket that can sometimes collect food or liquid. This might make swallowing feel a bit strange or cause some discomfort. It's not very common, and many people don't even notice it. However, if it gets bigger, it might cause symptoms like trouble swallowing or a feeling of something stuck in your throat. It's important to keep an eye on it with your doctor.",94,R13.10,K22.5,TRUE,FALSE,72.46,1,0,0.5,12.54,0.8147710487,K22,K22,1,R13,0,0.5,0.8147710487
Achalasia,K22.0,"Achalasia is a condition where the tube that carries food from your mouth to your stomach, called the esophagus, has trouble moving food down. This happens because the muscles in the esophagus don't work properly, and the valve at the bottom doesn't open as it should. This can make swallowing difficult and sometimes painful. You might feel like food is stuck in your throat or chest. It can also cause heartburn or make you lose weight because eating becomes hard. Doctors can help manage this condition with treatments to make swallowing easier.",92,R13.10,K22.0,TRUE,FALSE,72.87,1,0,0.5,12.13,0.8152322925,K22,K22,1,R13,0,0.5,0.8152322925
Barrett's Esophagus,K22.70,"Barrett's Esophagus is a condition where the lining of your esophagus, which is the tube that carries food from your mouth to your stomach, changes. Normally, the esophagus has a certain type of lining, but in Barrett's Esophagus, it starts to look more like the lining of your stomach. This can happen because of acid reflux, where stomach acid frequently comes up into the esophagus. It's important to know about this condition because it can increase the risk of developing a type of cancer in the esophagus. However, not everyone with Barrett's Esophagus will get cancer.",96,Z87.19,K22.70,TRUE,FALSE,60.45,1,0,0.5,24.55,0.8078277886,K22,K22,1,Z87,0,0.5,0.8078277886
Esophageal Perforation,K22.3,"An esophageal perforation means there is a hole or tear in the esophagus, which is the tube that carries food from your mouth to your stomach. This can happen due to injury, medical procedures, or certain health conditions. When there is a hole, food and liquids can leak into the chest area, which can cause serious problems. You might feel pain in your chest, have trouble swallowing, or notice swelling. It's important to get medical help right away to fix the hole and prevent infections or other complications.",88,R07.89,K22.3,TRUE,FALSE,70.53,1,0,0.5,14.47,0.8129282482,K22,K22,1,R07,0,0.5,0.8129282482
Esophageal Carcinoma,C15.9,"Esophageal carcinoma is a type of cancer that starts in the esophagus, which is the tube that carries food from your mouth to your stomach. This cancer can make it hard to swallow and might cause chest pain or weight loss. It's important to know that this is a serious condition, but doctors have ways to help treat it. They might use surgery, medicine, or other treatments to try to stop the cancer from growing. If you have any symptoms or concerns, it's a good idea to talk to your doctor.",91,Z71.89,C15.9,TRUE,FALSE,78.38,1,0,0.5,6.62,0.8262467192,C15,C15,1,Z71,0,0.5,0.8262467192
Pericardial Effusion,I31.3,"A pericardial effusion is when extra fluid builds up around your heart. Imagine your heart is like a car engine, and the fluid is like oil. You need just the right amount of oil for the engine to run smoothly. If there's too much oil, the engine might not work well. Similarly, too much fluid around your heart can make it harder for your heart to pump blood. This can make you feel tired or short of breath. Doctors can help by finding out why the fluid is there and how to treat it.",94,R09.89,I31.3,TRUE,FALSE,91.71,1,0,0.5,6.71,0.8259403372,I31,I31,1,R09,0,0.5,0.8259403372
Left Ventricular Hypertrophy,I51.7,"Left ventricular hypertrophy means that the muscle wall of the heart's left ventricle, which is one of the heart's main pumping chambers, has become thicker than normal. This can happen because the heart is working harder than usual, like when someone has high blood pressure. When the heart muscle gets thicker, it can make it harder for the heart to pump blood effectively. It's important to keep an eye on this condition because it can lead to other heart problems. Eating healthy, exercising, and managing stress can help keep your heart strong.",92,Z71.3,I51.7,TRUE,FALSE,69.72,1,0,0.5,15.28,0.8122850123,I51,I51,1,Z71,0,0.5,0.8122850123
Aortic Aneurysm,I71.9,"An aortic aneurysm is when a part of the big blood vessel, called the aorta, gets bigger and bulges out. Think of it like a balloon that is being blown up too much. This can happen because the walls of the aorta become weak. If the balloon pops, it can be very dangerous. Sometimes, people don't feel any different when they have an aortic aneurysm, but it's important to know about it so doctors can keep an eye on it and make sure it doesn't get worse.",87,Z71.89,I71.9,TRUE,FALSE,79.19,1,0,0.5,5.81,0.8293685756,I71,I71,1,Z71,0,0.5,0.8293685756
Myocardial Fibrosis,I51.4,"Myocardial fibrosis is when the heart muscle gets some scar tissue. This scar tissue can make it harder for the heart to pump blood well. It's like when you get a scar on your skin after a cut heals. The heart muscle becomes less stretchy and strong. This can happen because of things like high blood pressure or heart disease. It's important to keep the heart healthy by eating well, exercising, and not smoking. Sometimes, doctors might give medicine to help the heart work better.",85,Z71.89,I51.4,TRUE,FALSE,84.57,1,0,0.5,0.43,0.9398601399,I51,I51,1,Z71,0,0.5,0.9398601399
Pericardial Cyst,I31.8,"A pericardial cyst is a small, fluid-filled sac that forms near the heart. It's like a tiny bubble that usually doesn't cause any problems. Most people don't even know they have one because it doesn't hurt or make you feel sick. Doctors often find these cysts by accident when they're looking at your heart for other reasons. They are usually harmless and don't need treatment. It's like having a little extra pocket of fluid that just sits there quietly, not bothering anything.",82,Z03.89,Q24.8,FALSE,FALSE,74.49,0,0,0,10.51,0.01737619461,I31,Q24,0,Z03,0,0,0.01737619461
Mitral Valve Calcification,I34.0,"Mitral valve calcification means that there is a build-up of calcium on the mitral valve in your heart. The mitral valve helps blood flow between two chambers of your heart. When calcium builds up, it can make the valve stiffer and harder to open and close properly. This might not cause any problems right now, but it could affect how your heart works in the future. It's like when a door hinge gets rusty and doesn't swing as smoothly. Your doctor will keep an eye on it to make sure your heart stays healthy.",94,Z13.6,I34.0,TRUE,FALSE,89.38,1,0,0.5,4.38,0.8371747212,I34,I34,1,Z13,0,0.5,0.8371747212
Right Ventricular Hypertrophy,I42.2,"Right ventricular hypertrophy means that the right side of your heart has become thicker and larger than normal. This part of the heart is responsible for pumping blood to your lungs. When it gets bigger, it can be harder for your heart to work properly. This might happen because of high blood pressure in the lungs or other heart problems. It's important to keep an eye on this condition because it can affect how well your heart works. Your doctor can help you understand what this means for your health and what steps to take next.",96,Z13.6,I51.7,FALSE,FALSE,80.62,0,0,0,4.38,0.03717472119,I42,I51,0,Z13,0,0,0.03717472119
Aortic Dissection,I71.00,"An aortic dissection is a serious condition where the inner layer of the large blood vessel branching off the heart, called the aorta, tears. This can cause blood to flow between the layers of the aorta wall, which can lead to a rupture. Imagine the aorta like a garden hose, and a tear in the hose can cause water to leak between the layers of the hose. This condition can be very dangerous and needs medical attention. Symptoms might include sudden severe chest or back pain, trouble breathing, or feeling faint.",91,I71.00,I71.00,TRUE,TRUE,69.92,1,1,1,15.08,1.612437811,I71,I71,1,I71,1,1,1.612437811
Coronary Artery Calcification,I25.10,"Coronary artery calcification means that there is a build-up of calcium in the walls of the blood vessels that supply your heart. This can make the arteries stiff and narrow, which might slow down the blood flow to your heart. It's like when a pipe gets clogged and water can't flow through as easily. This can be a sign of heart disease, but it doesn't always mean you have a problem right now. It's important to keep your heart healthy by eating well, exercising, and not smoking.",87,Z13.6,I25.10,TRUE,FALSE,79.19,1,0,0.5,5.81,0.8293685756,I25,I25,1,Z13,0,0.5,0.8293685756
Pericarditis,I30.9,"Pericarditis is when the thin sac around your heart, called the pericardium, gets swollen or inflamed. This can cause chest pain, which might feel sharp or like a pressure. Sometimes, it can also make you feel tired or have trouble breathing. It's like when you have a sore throat, but instead of your throat, it's the area around your heart that's irritated. This condition can happen for different reasons, like an infection or after a heart attack. It's important to pay attention to how you feel and let your doctor know if you have any symptoms.",96,R07.9,I30.9,TRUE,FALSE,80.62,1,0,0.5,4.38,0.8371747212,I30,I30,1,R07,0,0.5,0.8371747212
Dilated Cardiomyopathy,I42.0,"Dilated cardiomyopathy is a condition where the heart becomes larger and weaker than normal. This means the heart can't pump blood as well as it should. Imagine your heart is like a balloon that has been blown up too much and now it's a bit floppy. This can make you feel tired, short of breath, or cause your legs to swell. It's important to take care of your heart by eating healthy, exercising, and taking any medicine your doctor gives you. Regular check-ups can help keep your heart in good shape.",91,Z71.89,I42.0,TRUE,FALSE,81.43,1,0,0.5,3.57,0.8437636761,I42,I42,1,Z71,0,0.5,0.8437636761
Hypertrophic Cardiomyopathy,I42.1,"Hypertrophic Cardiomyopathy is a condition where the heart muscle becomes thicker than normal. This can make it harder for the heart to pump blood. Imagine your heart is like a pump, and if the walls of the pump get too thick, it can be difficult for it to work properly. Some people might feel tired, have chest pain, or feel their heart beating fast. It's important to know about this condition so you can take care of your heart and stay healthy.",82,I42.1,I42.1,TRUE,TRUE,80.21,1,1,1,4.79,1.634542314,I42,I42,1,I42,1,1,1.634542314
Restrictive Cardiomyopathy,I42.5,"Restrictive cardiomyopathy is a condition where the heart muscle becomes stiff and can't fill with blood properly. This means the heart can't pump blood as well as it should. It's like trying to fill a balloon with water, but the balloon is too tight and doesn't stretch. This can make you feel tired, short of breath, or have swelling in your legs. It's important to talk to your doctor about how to manage this condition and keep your heart as healthy as possible.",83,I42.5,I42.5,TRUE,TRUE,80.01,1,1,1,4.99,1.633388982,I42,I42,1,I42,1,1,1.633388982
Aortic Valve Stenosis,I35.0,"Aortic valve stenosis is when the valve in your heart that helps blood flow to your body becomes too narrow. This makes it harder for your heart to pump blood, which can make you feel tired or short of breath. You might also feel chest pain or get dizzy sometimes. It's like a door that doesn't open all the way, so not enough blood can get through. Doctors can help by checking your heart and deciding the best way to treat it, so you can feel better and stay healthy.",90,Z71.89,I35.0,TRUE,FALSE,95.51,1,0,0.5,10.51,0.8173761946,I35,I35,1,Z71,0,0.5,0.8173761946
Mitral Valve Prolapse,I34.1,"Mitral Valve Prolapse is a condition where one of the heart's valves doesn't close properly. Think of it like a door that doesn't shut all the way. This can cause a small amount of blood to leak backward. Most people with this condition don't have any symptoms and live normal lives. Sometimes, it might cause a fluttering feeling in the chest or make you feel tired. It's important to keep an eye on it, but many people don't need any special treatment.",82,Z13.6,I34.1,TRUE,FALSE,82.95,1,0,0.5,2.05,0.8655737705,I34,I34,1,Z13,0,0.5,0.8655737705
Cardiac Tumor,D15.1,"A cardiac tumor is a growth in the heart. It can be either benign, which means it's not cancerous, or malignant, which means it is cancerous. These tumors can affect how the heart works. Sometimes, they might cause symptoms like chest pain, shortness of breath, or irregular heartbeats. Other times, they might not cause any symptoms at all. It's important to understand that having a tumor in the heart is rare. Doctors usually find them by accident when doing tests for other reasons. If you have questions or concerns, it's a good idea to talk to your doctor.",98,R93.1,D15.1,TRUE,FALSE,75.91,1,0,0.5,9.09,0.8198216056,D15,D15,1,R93,0,0.5,0.8198216056
Pulmonary Nodule,R91.1,"A pulmonary nodule is a small, round growth in the lung. It is like a tiny bump that doctors can see on an X-ray or a CT scan. Most of the time, these nodules are not cancerous and do not cause any problems. They can be caused by old infections, scars, or other non-cancerous conditions. Doctors usually keep an eye on them to make sure they don't change over time. If you have a pulmonary nodule, it doesn't mean you are sick, but it's important to follow your doctor's advice.",90,Z13.83,R91.1,TRUE,FALSE,81.63,1,0,0.5,3.37,0.8457665904,R91,R91,1,Z13,0,0.5,0.8457665904
Lung Mass,R91.8,"A lung mass is a spot or lump in your lungs that was found during a scan or X-ray. It doesn't mean you have cancer, but it's something that needs to be checked out. Think of it like a bump on your skin that you notice and want to understand better. Doctors will look at it more closely to see what it is. Sometimes, it could be something harmless, like a scar or an infection. Other times, it might need more attention. It's important to follow up with your doctor to learn more about it.",95,Z71.1,R91.1,FALSE,FALSE,91.51,0,0,0,6.51,0.02663115846,R91,R91,1,Z71,0,0.5,0.8266311585
Lung Cyst,J98.4,"A lung cyst is like a small bubble or pocket of air that forms in the lung. It's usually not harmful and might not cause any symptoms. Think of it like a tiny balloon inside your lung. Sometimes, people don't even know they have one because it doesn't bother them. Doctors often find these cysts by accident when they are looking at X-rays or scans for other reasons. If you have a lung cyst, your doctor will keep an eye on it to make sure it doesn't change or cause problems.",91,Z03.89,J98.4,TRUE,FALSE,81.43,1,0,0.5,3.57,0.8437636761,J98,J98,1,Z03,0,0.5,0.8437636761
Bronchiectasis,J47.9,"Bronchiectasis is a condition where the tubes in your lungs, called bronchi, become widened and damaged. This can make it hard for your lungs to clear out mucus, which is a sticky fluid that helps trap germs and dust. When mucus builds up, it can lead to infections and make it harder to breathe. You might notice a cough that doesn't go away, or you might cough up mucus. Sometimes, you could feel tired or have trouble breathing. It's important to keep your lungs as healthy as possible to help manage these symptoms.",93,J47,J47,FALSE,FALSE,81.12,0,0,0,3.88,0.04098360656,J47,J47,1,J47,1,1,1.640983607
Emphysema,J43.9,"Emphysema is a condition that affects your lungs. It makes it hard for you to breathe because the tiny air sacs in your lungs get damaged. These air sacs are like little balloons that fill up with air when you breathe in. When they are damaged, they can't hold as much air, and it becomes difficult to get enough oxygen. This can make you feel short of breath, especially when you are active. It's important to take care of your lungs and avoid things like smoking, which can make emphysema worse.",91,J43.9,J43.9,TRUE,TRUE,81.43,1,1,1,3.57,1.643763676,J43,J43,1,J43,1,1,1.643763676
Pulmonary Fibrosis,J84.10,"Pulmonary fibrosis is a condition where the tissue in your lungs becomes thick and stiff. This makes it harder for your lungs to work properly and for you to breathe. Imagine your lungs are like a sponge, and over time, they become more like a hard sponge that doesn't soak up water well. This can make you feel short of breath or tired because your body isn't getting enough oxygen. It's important to talk to your doctor about how to manage this condition and keep your lungs as healthy as possible.",91,J84.10,J84.10,TRUE,TRUE,78.38,1,1,1,6.62,1.626246719,J84,J84,1,J84,1,1,1.626246719
Pleural Effusion,J90,"Pleural effusion is when extra fluid builds up around your lungs. Imagine your lungs are like balloons, and they need space to fill up with air when you breathe. If there's too much fluid around them, it can be harder for them to expand. This might make you feel short of breath or cause a cough. Sometimes, you might not even notice it at all. Doctors can find this extra fluid with special pictures of your chest, like an X-ray. It's important to know about it so your doctor can help you feel better.",94,R09.1,J90,TRUE,FALSE,91.71,1,0,0.5,6.71,0.8259403372,J90,J90,1,R09,0,0.5,0.8259403372
Pneumothorax,J93.9,"A pneumothorax is when air gets into the space between your lung and the chest wall. This can make it hard to breathe because the lung can't fully expand. Imagine a balloon that has a hole in it, so it can't fill up with air properly. Sometimes, this happens because of an injury, like a broken rib, or it can happen on its own. You might feel chest pain or have trouble breathing. It's important to get it checked out so you can breathe easily again.",86,R06.89,J93.9,TRUE,FALSE,82.34,1,0,0.5,2.66,0.8546448087,J93,J93,1,R06,0,0.5,0.8546448087
Interstitial Lung Disease,J84.9,"Interstitial Lung Disease is a condition where the tissue in your lungs becomes thick and stiff. This makes it hard for your lungs to work properly and for you to breathe easily. Imagine your lungs are like a sponge, and this condition makes the sponge less squishy, so it can't soak up as much air. You might feel short of breath or have a dry cough. It's important to talk to your doctor about how you're feeling so they can help you manage it.",84,R06.02,J84.10,FALSE,FALSE,88.26,0,0,0,3.26,0.04694835681,J84,J84,1,R06,0,0.5,0.8469483568
Atelectasis,J98.11,"Atelectasis is when a small part of your lung doesn't fully expand, so it can't fill up with air like it should. This can happen if something is blocking the airways or if you haven't been taking deep breaths, like after surgery. It might make you feel a little short of breath or cause a cough. Usually, it gets better on its own, but sometimes doctors might suggest exercises to help your lungs expand. It's like when a balloon doesn't fully inflate, but with some help, it can get back to normal.",92,R06.89,J98.11,TRUE,FALSE,78.18,1,0,0.5,6.82,0.8255754476,J98,J98,1,R06,0,0.5,0.8255754476
Pulmonary Arteriovenous Malformation,Q25.72,"A pulmonary arteriovenous malformation is a condition where there is an abnormal connection between the blood vessels in your lungs. Normally, blood flows through tiny vessels called capillaries, which help filter and oxygenate the blood. In this condition, the blood bypasses these capillaries, which can lead to less oxygen in your blood. This might make you feel tired or short of breath. Sometimes, it can cause nosebleeds or headaches. It's important to keep an eye on how you're feeling and let your doctor know if you notice any changes.",89,R06.02,Q25.72,TRUE,FALSE,73.37,1,0,0.5,11.63,0.8158353127,Q25,Q25,1,R06,0,0.5,0.8158353127
Pneumonia,J18.9,"Pneumonia is an infection in your lungs that can make it hard to breathe. It happens when germs like bacteria or viruses get into your lungs and cause them to swell. This can make you cough, have a fever, and feel really tired. Sometimes, you might feel pain in your chest or have trouble breathing. It's important to rest, drink lots of fluids, and take any medicine your doctor gives you to help you get better. Most people start to feel better in a week or two.",87,Z71.89,J18.9,TRUE,FALSE,90.6,1,0,0.5,5.6,0.8303030303,J18,J18,1,Z71,0,0.5,0.8303030303
Chronic Obstructive Pulmonary Disease (COPD),J44.9,"Chronic Obstructive Pulmonary Disease, or COPD, is a condition that makes it hard to breathe. It happens because the airways in your lungs are damaged or blocked. This can make you feel short of breath, cough a lot, or produce mucus. Smoking is a common cause, but other things like air pollution can also lead to COPD. It's important to avoid things that can irritate your lungs, like smoke or strong fumes. There are treatments that can help you breathe easier and feel better, like medications and breathing exercises.",89,Z72.0,J44.9,TRUE,FALSE,73.37,1,0,0.5,11.63,0.8158353127,J44,J44,1,Z72,0,0.5,0.8158353127
Lung Hyperinflation,J43.9,"Lung hyperinflation means that your lungs are holding more air than usual. This can happen if the airways in your lungs are a bit blocked or if the lungs are not working as they should. Imagine blowing up a balloon too much; it gets bigger and stretches. When your lungs are hyperinflated, they are like that balloon. It might make it harder for you to breathe out all the air. Sometimes, this can make you feel short of breath or tired. It's important to keep an eye on how you're feeling and talk to your doctor if you notice any changes.",101,R06.02,J98.4,FALSE,FALSE,82.24,0,0,0,2.76,0.05319148936,J43,J98,0,R06,0,0,0.05319148936
Ground-Glass Opacities,R91.8,"Ground-glass opacities are areas in the lungs that look a bit cloudy on a scan. Imagine looking through a frosted glass window; you can see through it, but it's not completely clear. These cloudy spots can show up for different reasons, like an infection, inflammation, or even just a harmless change. It's like when you have a foggy day and can't see the sky clearly. Doctors might want to keep an eye on these spots to make sure they don't change or cause problems.",84,R91.8,R91.8,TRUE,TRUE,79.8,1,1,1,5.2,1.632258065,R91,R91,1,R91,1,1,1.632258065
Pulmonary Edema,J81.0,"Pulmonary edema is when extra fluid builds up in your lungs. This can make it hard to breathe because the lungs can't fill up with air like they should. Imagine trying to blow up a balloon that's already full of water. It can happen if your heart isn't pumping well, or if you have an infection or injury. You might feel short of breath, especially when lying down, and you could have a cough. It's important to get help if you feel this way, so doctors can find out what's causing it and help you feel better.",97,R06.02,J81.0,TRUE,FALSE,80.41,1,0,0.5,4.59,0.8357781753,J81,J81,1,R06,0,0.5,0.8357781753
Asbestosis,J61,"Asbestosis is a lung condition caused by breathing in tiny fibers from a material called asbestos. These fibers can get stuck in your lungs and make it hard to breathe over time. It's like when dust gets into your nose and makes it hard to breathe, but this is more serious and happens over many years. People who worked with asbestos, like in construction or shipbuilding, are more likely to have this problem. If you have asbestosis, you might feel short of breath, have a cough, or feel tightness in your chest.",92,J61,J61,TRUE,TRUE,78.18,1,1,1,6.82,1.625575448,J61,J61,1,J61,1,1,1.625575448
Silicosis,J62.8,"Silicosis is a lung disease that happens when you breathe in tiny bits of silica dust over a long time. Silica is a mineral found in sand, rock, and mineral ores like quartz. When you breathe in this dust, it can cause your lungs to get hurt and make it hard for you to breathe. People who work in jobs like mining, construction, or stone cutting are more likely to get silicosis. It's important to wear protective gear to keep the dust out of your lungs and to have regular check-ups to keep your lungs healthy.",96,J62.8,J62.8,TRUE,TRUE,77.37,1,1,1,7.63,1.623174971,J62,J62,1,J62,1,1,1.623174971
Lymphangioleiomyomatosis,J84.81,"Lymphangioleiomyomatosis, or LAM, is a rare lung disease that mostly affects women. It happens when abnormal muscle-like cells grow out of control in the lungs and other parts of the body. These cells can block airways and blood vessels, making it hard to breathe. You might feel short of breath, have a cough, or even chest pain. Sometimes, it can cause fluid to build up around the lungs. LAM is a slow-growing condition, and doctors can help manage the symptoms to improve your quality of life.",86,J84.89,J84.81,TRUE,FALSE,73.88,1,0,0.5,11.12,0.8165016502,J84,J84,1,J84,1,1,1.61650165
Pulmonary Alveolar Proteinosis,J84.01,"Pulmonary Alveolar Proteinosis is a condition where a substance builds up in the tiny air sacs in your lungs. These air sacs are called alveoli, and they help you breathe by exchanging oxygen and carbon dioxide. When this substance collects, it can make it harder for you to breathe. You might feel short of breath or get tired easily. It's important to talk to your doctor about how you're feeling so they can help you manage it. They might do some tests to understand how your lungs are working and decide the best way to help you feel better.",99,J84.03,J84.0,FALSE,FALSE,80.11,0,0,0,4.89,0.03395585739,J84,J84,1,J84,1,1,1.633955857
